DOEID,Census Region,Census Division,Final sample weight,"Heating degree days in 2009, base temperature 65F","Cooling degree days in 2009, base temperature 65F","Total Site Electricity usage, in kilowatt-hours, 2009","Total Site Electricity usage, in thousand BTU, 2009","Total Natural Gas usage, in hundred cubic feet, 2009","Total Natural Gas usage, in thousand BTU, 2009","Natural Gas usage for water heating, in thousand BTU, 2009","Natural Gas usage for space heating, in thousand BTU, 2009","Natural gas usage for cooking (stoves, cooktops, and ovens), in thousand Btu, 2015","Natural gas usage for clothes dryers, in thousand Btu, 2015","Natural gas usage for swimming pool heaters, in thousand Btu, 2015","Natural gas usage for hot tub heaters, in thousand Btu, 2015","Natural gas usage for other devices and purposes not elsewhere classified, in thousand Btu, 2015","Electricity usage for space heating, main and secondary, in thousand Btu, 2015","Electricity usage for air conditioning (central systems and individual units), in thousand Btu, 2015","Electricity usage for water heating, main and secondary, in thousand Btu, 2015","Electricity usage for all refrigerators, in thousand Btu, 2015","Electricity usage for freezers, in thousand Btu, 2015","Electricity usage for cooking (stoves, cooktops, and ovens), in thousand Btu, 2015","Electricity usage for microwaves, in thousand Btu, 2015","Electricity usage for clothes washers, in thousand Btu, 2015","Electricity usage for clothes dryers, in thousand Btu, 2015","Electricity usage for dishwashers, in thousand Btu, 2015","Electricity usage for indoor and outdoor lighting, in thousand Btu, 2015","Electricity usage for all televisions and related peripherals, in thousand Btu, 2015","Electricity usage for air handlers and boiler pumps used for heating, in thousand Btu, 2015","Electricity usage for air handlers used for cooling, in thousand Btu, 2015","Electricity usage for evaporative coolers, in thousand Btu, 2015","Electricity usage for ceiling fans, in thousand Btu, 2015","Electricity usage for dehumidifiers, in thousand Btu, 2015","Electricity usage for humidifiers, in thousand Btu, 2015","Electricity usage for swimming pool pumps, in thousand Btu, 2015","Electricity usage for hot tub pumps, in thousand Btu, 2015","Electricity usage for hot tub heaters, in thousand Btu, 2015","Electricity usage for other devices and purposes not elsewhere classified, in thousand Btu, 2015"
,2,4,7632.08,8337,91,12347,42128,1619,165948,34094.24,124178.47,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,10,8511.41,2843,1533,4585,15644,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,7,12485.8,376,5407,3201,10922,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,5,11141.99,5276,851,9541,32554,887,90918,24190.55,66727.45,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,2,5323.3,4629,1045,14485,49423,383,39258,11119.61,19956.33,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,7,8345.55,1167,3418,8807,30049,426,43665,14686.56,24580.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,7,9154.92,2187,2648,8062,27508,44,4510,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,3,17888.36,6160,572,12355,42155,789,80873,24137.1,56735.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,3,17186.8,5697,623,5361,18292,1108,113570,24768.48,88801.52,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,5,5991.05,512,3845,18783,64088,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,10,6612.03,3748,60,1198,4088,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,6,8179.59,5020,895,11141,38013,645,66113,20738.15,45374.85,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,4120.26,5522,763,8853,30206,656,67240,19928.21,47311.79,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,7,6737.65,1818,2996,13175,44953,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,10,9260.44,1698,1485,6206,21175,216,22140,19312.94,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,6919.42,5547,685,20417,69663,1139,116748,0,91410.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,7,7577.54,2255,2546,12793,43650,302,30955,11933.97,15965.88,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,5,17909.78,1672,2393,6155,21001,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,5,8680.2,1176,2811,15750,53739,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,4,5562.51,5974,860,10555,36014,492,50430,12204.68,38225.32,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,3,17230.63,6495,610,1739,5933,572,58630,14833.73,36169.74,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,7,5524.68,2048,2827,21322,72751,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,3,8639.69,8013,275,5788,19749,531,54428,10137.16,37538.44,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,3,24122.81,5217,916,15522,52961,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,3,7960.93,7458,508,8819,30090,559,57298,0,53570.13,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,5,13549.29,4165,1231,10953,37372,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,5,6698.86,189,4408,11003,37542,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,10,7140.04,2510,597,3946,13464,68,6970,0,6970,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,5,16707.55,5220,867,11218,38276,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,10,8244.45,1656,840,6306,21516,391,40078,10473.05,15816.38,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,8,5128.66,9337,0,9267,31619,1614,165435,38287.2,97687.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,3,13175.74,6733,435,11088,37832,920,94300,21090.22,68128.78,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,4,4232.49,8692,300,12153,41466,511,52378,0,52378,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,7,7133.12,2101,2749,17274,58939,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,5,6118.25,187,4353,4895,16702,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,6,10560.97,2586,1984,11106,37894,486,49815,18734.78,31080.22,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,3,14058.13,7389,280,3696,12610,609,62423,9952.62,49355.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,5,13161.16,4012,1468,4899,16715,503,51558,11006.94,32318.26,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,6,11145.47,4111,1146,13882,47365,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,3,28501.39,7292,322,16592,56612,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,2,17351.45,5295,784,16168,55165,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,10,6193.32,2290,2076,4286,14624,347,35568,11478.95,18655.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,4,3305.63,4875,1019,6596,22506,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,4,3988.54,5088,944,20074,68492,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,2,7232.63,5092,819,15590,53193,1444,148010,28303.26,98973.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,3,13117.18,6124,602,9305,31749,1397,143193,40702.89,95118.59,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,7,7535.95,2372,2433,31415,107188,1074,110085,47916.49,57145.54,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,3,22199.2,6074,592,12378,42234,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,10,7874.58,2345,1836,16495,56281,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,10,7503.02,2715,609,22170,75644,1002,102705,33678.79,43453.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,2,11525.61,4909,973,10364,35362,685,70213,0,65020.37,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,7,9129.75,1248,3438,5089,17364,32,3280,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,7,8710.48,2411,2431,8773,29933,285,29213,9619.96,16712.18,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,10,7503.02,2457,672,9457,32267,491,50328,21390.67,28937.33,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,7,8289.58,2187,2511,5384,18370,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,5,6792.48,789,3245,15327,52296,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,2,11480.66,4733,915,3942,13450,874,89585,12634.62,66926.87,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,4,3446.63,4534,1205,4904,16732,727,74518,18845.79,55672.21,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,10,8122.52,1165,1169,3629,12382,370,37925,8969.09,18062.56,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,2,15431.34,5104,769,17197,58676,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,5639.39,7236,359,8231,28084,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,7,7634.59,1311,3353,15239,51995,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,2,7834.5,6198,499,13862,47297,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,6,9986.67,4250,1179,21294,72655,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,5,6027.65,150,4494,5602,19114,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,10,6822.47,1179,662,4556,15545,260,26650,12638.22,8057.07,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,3,16137.47,5863,699,7131,24331,873,89483,15431.28,59239.71,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,6919.42,5647,658,5702,19455,1433,146883,28448.28,109915.39,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,10,9354.55,2977,1276,8040,27432,243,24908,5618.5,19289.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,5,6557.74,197,4326,14298,48785,238,24395,24395,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,5,7515.2,579,3903,9016,30763,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,5,6165.75,639,3438,15203,51873,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,7,15154.23,3725,1662,13170,44936,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,5,9229.28,4784,675,16407,55981,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,5559.6,5781,694,2355,8035,670,68675,14148.71,48605.03,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,7,14249.48,3093,1778,23706,80885,942,96555,32436.62,49938.51,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,4,4751.97,6435,617,11958,40801,643,65908,16034.6,43736.06,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,3,14733.41,5785,769,9537,32540,592,60680,16997.11,33202.85,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,10,7562.5,807,1927,7360,25112,301,30853,11659.55,15667.77,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,9469.09,6422,450,1933,6595,1035,106088,0,106088,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,5,14025.74,3093,1712,18404,62794,25,2563,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,7,13737.51,3485,1554,31137,106239,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,10,9263.27,4809,334,15467,52773,286,29315,29315,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,7,18122.04,3453,1879,19367,66080,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,10,7537.76,2206,1578,11493,39214,950,97375,38673.23,51864.19,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,5,12666.59,119,4700,8374,28572,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,7,8890.67,1858,2930,7452,25426,538,55145,19740.16,30175.72,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,9,12321.91,1148,3913,19001,64831,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,5,6800.58,240,4316,28966,98832,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,2,19287.28,4660,1006,5902,20138,2879,295098,67497.06,200796.26,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,10,7278.91,758,1989,3733,12737,135,13838,13838,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,2,24315.16,5369,796,6943,23690,119,12198,8312.22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,7,13480.8,530,4065,35678,121733,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,10,11535.95,5208,202,10628,36263,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,5,14171.23,3076,1734,11733,40033,488,50020,0,50020,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,2,8299.7,7544,244,6565,22400,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,4,4193.99,8123,337,28160,96082,2425,248563,61080.52,187482.48,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,5,10215.14,3174,1857,22843,77940,1014,103935,31639.29,51628.66,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,7,8289.58,2363,2430,8019,27361,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,5,8257.24,479,3844,12148,41449,120,12300,6738.57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,4,2935.68,4827,1315,10964,37409,1493,153033,35003.43,118029.57,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,10,10977.85,4153,488,15426,52634,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,2,11482.28,5213,874,9174,31302,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,9,10550.9,1936,3746,14655,50003,401,41103,22200.54,11324.53,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,6,9170.44,3121,1841,10287,35099,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,4,4232.49,6738,568,17083,58288,916,93890,27491.05,66398.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,6,10063.58,3803,1405,33842,115469,634,64985,24377.24,33609.85,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,5,6297.04,744,3372,10699,36505,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,3,12100.53,6751,440,8911,30404,1178,120745,24476.75,83432.43,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,5,6027.65,190,4404,12172,41531,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,10,9211.07,3805,976,7428,25344,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,3,16137.48,6543,563,7484,25535,1241,127203,26696.55,78371.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,2,6912.44,6705,361,7373,25157,1474,151085,35239.25,88346.44,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,2,15254.19,5214,737,11247,38375,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,4,4702.48,6408,678,10083,34403,1363,139708,44037.11,95670.89,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,2,9879.25,5010,687,5632,19216,74,7585,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,5,6252.35,3236,1515,18034,61532,25,2563,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,10,6798.75,2166,1605,7609,25962,759,77798,77798,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,5,9984.58,1551,2864,33545,114456,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,5,10451.6,5148,868,12970,44254,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,5,14025.73,3284,1594,26732,91210,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,6217.57,6722,363,17581,59986,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,5629.1,6468,449,7378,25174,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,4990.69,6148,464,5595,19090,800,82000,15782.43,58935.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,10,7093.98,1380,1958,9623,32834,388,39770,14892.9,15158.81,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,2,20041.41,4506,1236,15256,52053,814,83435,22569.89,45301.05,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,4,4232.49,6790,556,14095,48092,878,89995,20201.71,69793.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,8,11330.02,5857,764,12091,41254,721,73903,18116.6,55786.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,3,13175.74,6243,552,8725,29770,1320,135300,31700.66,68380.34,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,5,6297.04,426,3760,20018,68301,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,3,16137.48,5958,763,8432,28770,1399,143398,36122.95,79354.21,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,5,9229.28,4749,686,16651,56813,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,2,7598.35,4840,1003,4401,15016,213,21833,9684.72,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,4,7018.68,6729,681,13648,46567,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,10,7169.31,848,1387,8417,28719,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,10,6750.78,1180,1988,7328,25003,162,16605,7205.72,7220.37,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,7,9709.41,1544,3222,13699,46741,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,3,10317.96,6937,504,10189,34765,1246,127715,36350.57,91364.43,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,5,6532.13,2807,1846,14165,48331,548,56170,23687.09,29499.29,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,8,11330.02,6236,678,9114,31097,1074,110085,24885.73,85199.27,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,5,10291.18,1324,2770,11727,40013,440,45100,45100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,4,3425.94,5188,947,5647,19268,914,93685,22131.07,65559.42,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,8,6011.82,5714,702,11062,37744,469,48073,13863.38,34209.62,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,10,6936.83,3050,585,8859,30227,545,55863,12644.28,29706.74,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,10,7905.91,1546,521,3919,13372,318,32595,10305.04,14667.65,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,8,21516.68,8783,5,4338,14801,502,51455,6637.6,44817.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,3912.87,7343,307,5393,18401,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,5,9229.28,4693,703,13963,47642,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,2,8991.67,4890,865,3688,12583,208,21320,0,18653.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,7,14629.95,1598,2947,12022,41019,443,45408,16469.67,22118.69,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,10,7196.63,843,1879,3075,10492,235,24088,7649.41,12392.88,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,2,8983.36,7165,276,7018,23945,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,5,14948.34,3028,1748,13019,44421,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,2,7497.95,4636,1043,10017,34178,326,33415,0,28447.65,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,5,7247.92,210,4302,12590,42957,114,11685,7930.15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,2,7229.76,5305,671,12162,41497,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,7,7634.59,1164,3427,8386,28613,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,2,12550.18,5433,750,7748,26436,1408,144320,39664.15,104655.85,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,2,6766.63,4701,895,3969,13542,463,47458,7920.04,33125.14,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,5,50473.29,4596,913,17520,59778,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,10,5535.93,1042,824,7724,26354,190,19475,8041.64,7539.69,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,3,10317.95,6961,545,6217,21212,997,102193,0,97036.21,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,10,8324.53,821,1414,4781,16313,294,30135,12066.67,13784.21,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,2,7742.86,4914,1004,13666,46628,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,10,7562.5,1130,1204,12336,42090,759,77798,32611.73,28863.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,5,6663.62,3157,1551,22862,78005,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,4,2935.68,4679,1362,10263,35017,1372,140630,31814.95,108815.06,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,10,13533.02,5653,212,11936,40726,2041,209203,0,209203,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,7,7788.02,2278,2401,9363,31947,384,39360,12441.29,16828.51,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,10,6466.42,971,1939,14506,49494,1151,117978,46744.14,21010.29,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,8,4034.17,5534,671,2641,9011,376,38540,9541.98,28998.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,10,9263.27,5151,231,32137,109651,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,3,37321.44,5777,687,4107,14013,1169,119823,31574.34,76429.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,7518.25,7571,291,8574,29254,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,2,7229.76,5338,662,16923,57741,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,2,16323.72,4591,998,3552,12119,163,16708,4868.13,11132.84,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,10,11535.95,4784,287,26334,89852,25,2563,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,2,10135.75,5332,722,15586,53179,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,10,7305.68,2576,1632,9140,31186,336,34440,13309.34,21130.66,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,4,5956.56,5163,1073,6096,20800,286,29315,8552.03,20763.47,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,8,10781.89,5928,746,4942,16862,476,48790,14808.84,33981.16,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,2,15489.58,5025,793,18306,62460,2015,206538,51504.35,100022.99,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,7,14640.22,1975,2860,12080,41217,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,9,9539.46,1014,4467,14279,48720,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,9,12519.07,1942,3735,10083,34403,90,9225,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,3,16137.47,6185,680,3224,11000,1229,125973,21644.16,104328.84,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,10,7169.31,1803,1737,15003,51190,377,38643,11335.8,20147.49,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,7,12984.84,4181,1240,31402,107143,25,2563,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,5,12641.28,4570,1252,14657,50010,308,31570,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,4257.81,6828,391,8666,29568,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,10,9008.73,25,4280,4889,16681,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,7,8345.55,1158,3323,11088,37832,440,45100,20979.97,24120.03,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,10,7169.31,1109,1605,5803,19800,573,58733,20334.55,18363.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,4,8272.56,5878,746,10932,37300,694,71135,21124.42,45408.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,5,9293.98,223,4262,37411,127646,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,5,6054.97,1470,2725,16443,56104,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,10,7110.94,2300,1810,11721,39992,311,31878,12608.2,19269.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,10,7264.47,1146,1326,12255,41814,605,62013,26756.4,26840.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,5,10329.37,4056,1555,10091,34430,780,79950,17888.52,51796.69,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,5,5347.98,469,3867,17230,58789,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,7,9129.75,1152,3454,11542,39381,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,6,17630.65,4455,1172,9690,33062,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,4,2778.26,4506,1351,10879,37119,1281,131303,39345.88,91957.12,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,2,15315.52,5857,589,6714,22908,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,3,17193.87,5799,765,10758,36706,905,92763,21508.22,66228.68,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,9,10576.37,1045,4376,5927,20223,169,17323,6284.69,7642.15,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,10,9263.26,5716,185,27174,92718,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,4,2676.1,4803,1122,21170,72232,1401,143603,35413.25,79659.62,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,10,9263.26,4957,1281,12760,43537,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,6246.34,6688,384,4352,14849,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,5,5991.05,651,3503,34932,119188,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,5,6873.74,1303,2874,44768,152748,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,5,6297.04,430,3636,12125,41371,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,4,2673.74,5019,982,30384,103670,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,10,7264.47,1292,1186,7031,23990,438,44895,13963.88,17791.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,2,5779.67,6855,377,8921,30438,1220,125050,25812.43,85877.92,,,,,,,,,,,,,,,,,,,,,,,,,,,
