Survey Year,Census Region,Census Division,Four Largest States,Type of Home  (Respondent answer),The Final Weight,Cool Deg-Days: Base65 01 TO 12-2005 (Inoculated),Heat Deg-Days: Base65 01 TO 12-2005 (Inoculated),Kilowatt Hours Of Electricity Used,Electric Annual Use In Thousands of BTU,CCFS (Hundred Cubic Feet) Of Natural Gas,Natural Gas Annual Use In Thousands Of BTU,Electric Space Heat Use (Estimated) in Thousands of BTU,Natural Gas Space Heat Use (Estimated) in Thousands of BTU,Electric Water Heat Use (Estimated) in Thousands of BTU,Natural Gas Water Heat Use (Estimated) in Thousands of BTU,Electric Appliance Use (Estimated) in Thousands of BTU,Natural Gas Appliance Use (Estimated) in Thousands of BTU,Electric AC Use (Estimated) in Thousands of BTU,Electric Refrigerator Use (Estimated) in Thousands of BTU,Electric Freezer Use (Estimated) in Thousands of BTU,Electric Cooking or Use (Estimated) in Thousands of BTU,Electric Dishwasher Use (Estimated) in Thousands of BTU,Electric Dryer Use (Estimated) in Thousands of BTU,Electric Light Use (Estimated) in Thousands of BTU 
1993,2,3,0,2,7817,616,6917,9416,32126,902,92761,0,56791,0,26043,20777,9927,5992,5357,3009,0,450,0,5305
1993,1,2,1,5,7342,1251,4782,1389,4739,52,5346,0,0,0,0,4029,5346,0,710,0,0,0,0,1255
1993,3,6,0,2,13843,1538,3441,14907,50864,1220,125412,0,99363,0,26049,22837,0,21094,6933,0,1747,664,3244,2960
1993,2,4,0,2,10552,419,8727,5915,20182,1483,152452,0,116299,0,36153,16033,0,0,4149,0,2969,0,0,4264
1993,3,7,3,5,20735,2805,1441,7334,25024,220,22664,6241,0,0,22664,7921,0,4906,5956,0,3000,0,0,1213
1993,1,2,1,2,17925,631,6839,13933,47539,2006,206217,0,149572,0,45333,39240,11312,2030,6269,5224,0,620,5042,3970
1993,1,1,0,2,9412,978,5940,4380,14945,0,0,0,0,0,0,8427,0,0,6518,2764,522,0,0,1502
1993,2,3,0,2,28682,748,6433,3044,10386,882,90664,0,73882,0,12623,5739,4159,2617,2030,0,0,0,1354,2086
1993,3,7,3,2,19686,3082,1181,20897,71301,720,74016,0,43100,0,30746,44384,170,20495,6422,0,1390,2683,3240,4920
1993,3,5,0,4,10635,1178,4390,13052,44533,0,0,14734,0,7424,0,17674,0,2378,2323,0,846,395,2416,1004
1993,1,2,0,5,23918,1219,4798,2071,7067,26,2681,0,0,0,0,3492,2681,1729,1846,0,0,0,0,978
1993,4,8,0,2,7872,608,6103,2884,9840,1299,133537,0,120855,0,12682,6957,0,0,2883,0,692,0,0,1542
1993,3,6,0,1,6522,1790,3207,18918,64548,348,35774,1246,35774,14687,0,28634,0,15949,4032,4294,3306,458,6428,3173
1993,2,3,0,3,5986,726,6701,4301,14675,1193,122640,0,78632,0,20597,6932,23411,5080,2663,0,0,363,0,2438
1993,1,1,0,2,7554,514,7621,24540,83730,0,0,0,0,24626,0,51900,0,0,7204,0,2565,844,5180,4444
1993,2,4,0,2,8643,1631,4801,9169,31285,1408,144742,845,81527,0,49560,16254,13655,8321,5865,2741,0,0,1905,3197
1993,4,9,2,2,21335,624,1153,2240,7643,261,26831,0,0,0,20552,6534,6279,0,1109,0,0,0,0,1902
1993,4,9,2,2,19571,769,906,4861,16586,226,23233,0,14238,0,6661,8901,2334,5012,2673,0,744,490,0,3266
1993,2,4,0,2,10254,250,8905,19057,65022,0,0,38723,0,9022,0,15200,0,0,2077,3291,942,0,3028,790
1993,3,5,4,2,9844,3421,535,15647,53388,0,0,8843,0,8625,0,19194,0,8221,8505,0,1531,0,2843,4896
1993,4,9,0,2,19091,192,4938,13389,45683,2037,209404,0,162810,0,46594,41372,0,0,4311,5031,1823,3518,4248,10575
1993,2,4,0,2,4481,1611,4833,20795,70953,888,91307,0,67886,0,23421,49800,0,11471,9682,6485,2234,3734,5979,10487
1993,3,7,3,2,19686,3155,1111,15562,53098,583,59932,1596,41736,0,13208,30187,4988,13585,7730,6644,2679,1431,3601,6124
1993,1,2,1,5,21891,1203,4816,7518,25652,0,0,6090,0,5873,0,9743,0,2538,1408,1782,1396,306,1494,1484
1993,4,9,0,3,11696,80,5601,17451,59543,0,0,5127,0,15021,0,29696,0,0,9699,3612,3447,2712,2609,6792
1993,1,2,1,2,23843,583,6936,1307,4459,623,64044,353,50058,0,11305,3169,2681,0,937,0,0,0,796,727
1993,3,7,3,4,18270,3266,1007,6763,23075,0,0,5152,0,3989,0,4947,0,5741,3246,0,574,0,0,910
1993,2,3,0,2,5120,675,6999,3919,13372,1539,158209,0,131749,0,26460,10917,0,0,2455,0,1331,0,0,2118
1993,4,8,0,2,4531,351,6337,8523,29080,526,54073,906,54073,10113,0,15810,0,459,1792,2630,1863,0,2712,1670
1993,2,3,0,2,18574,681,6501,13081,44632,0,0,1556,0,13481,0,23033,0,2345,4217,0,0,573,2796,6365
1993,3,6,0,2,10524,1944,2819,19448,66357,0,0,4409,0,13313,0,27600,0,16641,4394,5784,2964,0,3736,4805
1993,3,5,4,2,10645,3497,199,7173,24474,0,0,2889,0,4024,0,9226,0,6783,1552,0,606,0,0,2044
1993,1,1,0,2,14779,1050,5391,10509,35857,2158,221842,0,168411,0,42141,14402,11290,12426,9029,0,0,471,2300,2582
1993,3,7,3,2,9417,1590,3961,12182,41565,1351,138851,0,76737,0,48469,35893,13645,2634,3038,6145,0,0,6888,2256
1993,4,9,0,2,17961,140,8178,27943,95342,0,0,53687,0,11953,0,23050,0,794,5858,3139,1047,1188,2990,5377
1993,3,5,0,2,7181,2306,3071,32471,110791,0,0,27156,0,15146,0,38760,0,23275,6454,3285,1560,2608,3149,7555
1993,3,7,0,3,26284,1805,4241,30069,102595,0,0,35401,0,13176,0,28493,0,17979,7546,0,1502,1705,4289,6418
1993,3,7,3,2,10007,2618,2173,11563,39453,226,23233,0,20247,7223,0,16477,2986,11017,4736,3966,0,505,2465,3246
1993,1,2,1,5,7342,1095,4969,2624,8954,54,5565,0,0,0,0,6791,5565,0,2163,0,0,0,0,2832
1993,2,4,0,2,7569,500,8053,7329,25007,1372,141042,0,112982,0,24575,16141,3485,2485,6381,2919,964,450,0,1796
1993,3,5,0,2,10551,2244,2614,10761,36716,803,82591,0,56465,0,26126,21334,0,9067,6315,4881,1365,0,0,4709
1993,4,9,0,2,12293,85,5153,12966,44239,0,0,15721,0,11395,0,14461,0,0,2662,0,1288,0,0,3312
1993,2,3,0,2,18502,429,7956,11431,39003,710,72988,0,42631,0,26724,27369,3633,5592,6042,2376,1677,0,0,3958
1993,2,4,0,4,12927,440,8317,11166,38098,1441,148174,0,104936,0,43238,30362,0,2795,4941,2812,5188,0,0,7517
1993,2,4,0,2,14054,276,8757,17752,60570,0,0,0,0,17471,0,34592,0,0,8507,11849,3922,0,4197,4112
1993,4,9,2,2,4874,1571,2108,4938,16848,695,71446,0,31831,0,31008,12289,8607,2564,1995,0,0,322,1972,3272
1993,2,3,0,2,7774,836,6239,15605,53244,0,0,0,0,19721,0,30688,0,0,2835,0,1781,0,7358,4441
1993,2,3,0,2,11048,478,7431,3860,13170,1867,191928,0,144790,0,37838,7853,9300,0,5317,0,0,0,0,1356
1993,4,9,2,2,4874,1590,2097,7072,24130,470,48316,0,23837,0,19069,18123,5410,2724,3283,0,0,1290,2583,4642
1993,1,2,0,4,7491,882,6138,2703,9223,236,24303,0,0,0,24303,4471,0,0,4752,0,766,0,0,917
1993,3,5,0,2,14276,1205,4405,12352,42145,0,0,4792,0,9450,0,21143,0,3349,3411,2259,2278,0,2439,4801
1993,3,5,0,1,4402,1122,4467,15270,52101,0,0,17057,0,7986,0,13903,0,10438,2717,0,1225,0,2856,1890
1993,1,2,1,2,3092,667,6971,4353,14853,0,0,0,0,0,0,12438,0,0,2415,2927,0,0,0,2981
1993,3,5,4,2,4998,2182,1692,23488,80141,0,0,10645,0,12957,0,38388,0,14148,4003,3469,3318,1121,2820,5037
1993,4,9,2,2,25347,770,2093,4396,14999,349,35877,702,17737,0,12620,10359,5520,0,3938,2291,0,629,0,2121
1993,3,6,0,2,14692,1467,4519,14143,48256,2291,235515,0,196288,0,39227,23740,0,14307,10209,0,1250,582,3568,6584
1993,4,8,0,2,3742,358,6316,22468,76661,0,0,24871,0,13146,0,29894,0,3824,4926,1881,3171,1072,2695,6218
1993,2,3,0,1,22305,715,6727,28640,97720,0,0,41205,0,12008,0,31535,0,7627,5345,4938,1361,0,3885,4160
1993,2,3,0,2,17776,1215,5527,17068,58236,0,0,0,0,8764,0,31284,0,10916,7272,4060,0,0,3797,6907
1993,3,5,0,1,4402,766,5221,20654,70471,0,0,21300,0,17821,0,27190,0,0,4160,4365,1894,0,2725,2433
1993,3,5,0,2,7232,1275,4528,17876,60993,0,0,14664,0,10933,0,26897,0,6171,2328,2956,1201,965,2426,2610
1993,4,9,2,2,25347,363,2571,5084,17347,642,65998,0,41584,0,24414,15386,0,0,1961,0,2655,0,1798,2440
1993,4,9,2,5,22094,280,1986,2170,7404,536,55149,0,20264,0,34885,6036,0,0,1368,0,1389,0,0,1909
1993,4,8,0,2,3873,413,6155,6483,22120,796,81829,0,81829,6403,0,11601,0,1243,2873,1970,672,313,1529,1029
1993,1,1,0,2,4479,352,6745,4707,16060,0,0,0,0,3217,0,10023,0,0,2820,0,662,0,2131,1236
1993,2,4,0,2,3845,1150,5497,8605,29360,0,0,0,0,0,0,19171,0,6983,3206,2986,0,0,3325,2138
1993,4,8,0,3,10128,241,7939,10811,36887,0,0,21155,0,6814,0,6298,0,0,2620,0,2030,0,0,716
1993,2,3,0,2,7817,676,6677,4528,15450,1278,131378,0,93189,0,37443,13425,746,0,2025,0,2288,355,0,4149
1993,1,1,0,2,8539,666,6474,2868,9786,0,0,0,0,0,0,7651,0,0,2135,0,749,0,1702,1175
1993,2,4,0,2,16528,1337,5050,20015,68291,0,0,28290,0,9301,0,15281,0,11147,4272,1940,898,418,2042,1197
1993,2,3,0,5,23987,740,6569,1169,3989,417,42816,0,23367,0,15713,2135,3736,0,1854,0,0,0,0,543
1993,2,3,0,2,23952,1058,5643,10616,36222,600,61680,0,40229,0,21451,24572,0,7740,3910,0,3048,1330,3346,5173
1993,4,9,2,5,26378,609,2963,1703,5811,573,58875,0,32454,0,26421,4422,0,0,1389,0,838,0,0,2138
1993,2,4,0,1,8538,312,8270,4968,16951,0,0,0,0,0,0,8557,0,6363,2031,0,0,0,2784,966
1993,4,9,2,2,25347,959,1943,5567,18995,739,75969,0,44466,0,31503,14302,0,2808,1885,0,961,317,1545,2590
1993,1,1,0,2,13499,493,7742,3670,12522,0,0,0,0,0,0,10772,0,0,1750,0,752,0,1711,2325
1993,1,2,0,3,24349,1098,5061,8430,28763,1093,112360,0,60322,0,41237,23059,10801,2207,3497,4791,0,1008,0,4743
1993,1,2,0,2,4425,832,5923,10755,36696,773,79464,0,52066,0,27398,19615,0,11175,5906,2631,1274,419,2572,2618
1993,3,5,4,3,8054,3329,551,11446,39054,0,0,4964,0,7329,0,12549,0,9268,4944,0,2764,0,0,2299
1993,3,7,0,2,4497,2082,3735,17536,59833,0,0,13922,0,12409,0,19593,0,10538,3371,0,1458,0,2633,4409
1993,3,7,3,2,9417,1834,3841,8511,29040,1267,130248,1207,87504,0,42744,21410,0,3631,2792,0,1169,444,2169,3257
1993,3,6,0,2,8919,2784,1482,10303,35154,578,59418,0,34225,0,19127,21669,6066,9696,3789,0,0,0,7575,4162
1993,1,1,0,4,8769,882,5770,1812,6183,38,3906,0,0,0,0,4498,3906,0,1685,0,0,0,0,1041
1993,3,6,0,2,6922,2106,2967,11168,38105,1485,152658,0,141489,10000,0,20376,11169,3376,4353,3365,0,0,6362,3323
1993,2,3,0,1,4581,848,6339,10132,34570,530,54484,0,50659,6170,0,16249,3825,10006,2145,0,0,530,2583,4381
1993,1,1,0,5,5431,613,5955,2804,9567,543,55820,0,24692,0,31128,6403,0,1571,1593,0,853,0,0,1511
1993,1,1,0,2,7554,873,5829,4850,16548,97,9972,0,0,0,0,13699,9972,0,2849,0,0,1765,0,2999
1993,3,7,0,2,8350,2070,3745,15183,51804,1345,138266,0,80111,0,58155,26970,0,13328,11506,0,4782,0,0,6184
1993,3,5,0,2,24330,2634,2515,24519,83659,0,0,21471,0,10340,0,27030,0,19747,5071,4009,3081,0,2692,5772
1993,2,3,0,2,23573,889,6029,8833,30139,759,78036,0,50711,0,20379,19370,6946,5898,4871,0,0,1234,0,4424
1993,4,9,2,5,20143,1359,2585,1802,6148,379,38958,0,10871,0,22018,6148,6069,0,0,0,0,0,0,1937
1993,1,2,1,5,13670,1080,4903,3620,12351,104,10691,0,0,0,0,9829,10691,0,2522,0,0,0,0,2367
1993,1,1,0,5,15756,860,5740,3910,13341,737,75739,0,38154,0,29728,10681,7857,0,2660,0,0,0,0,1719
1993,3,7,0,2,18593,2517,1831,17323,59106,335,34438,1804,21049,0,10262,28069,3127,15780,13453,6464,0,664,4068,4973
1993,4,8,0,4,9722,0,12148,3470,11841,1032,106053,0,75795,0,24704,10015,5554,0,1826,0,0,1360,1642,1082
1993,3,5,4,2,20892,2729,549,12579,42920,0,0,894,0,0,0,26249,0,11742,4035,9610,0,0,4609,3051
1993,4,8,0,2,3592,0,11563,4652,15873,1682,172925,0,151305,0,17846,13157,3774,0,2716,0,0,0,1513,3792
1993,4,9,2,2,25347,828,2047,7426,25339,312,32097,1373,20234,0,11863,12481,0,0,11485,0,1084,1231,2467,2170
1993,4,8,0,2,11848,1921,2825,6379,21765,748,76894,0,38700,0,29808,18670,8386,0,3095,2592,0,0,2170,1790
1993,3,5,0,5,12453,1947,4311,3317,11317,762,78343,0,45396,0,26270,6550,6677,2176,2591,0,0,0,0,1501
1993,4,9,2,2,20523,308,3013,6951,23717,490,50372,0,35134,0,12111,18828,3127,0,4889,0,0,366,1789,3282
1993,4,9,2,5,18597,637,1136,5161,17609,554,56951,0,18439,0,38512,13130,0,0,4479,0,2708,0,0,2074
1993,1,1,0,1,7554,604,5971,26498,90411,0,0,2177,0,31229,0,43127,0,6688,7190,0,7307,0,0,10570
1993,1,2,0,2,15625,660,6144,12365,42189,992,101978,0,98350,10057,0,21833,3628,5418,4881,0,2040,365,0,3498
1993,3,7,3,2,8854,2410,2263,13991,47737,563,57876,0,34547,0,23329,22246,0,20047,5444,0,2167,0,2846,3228
1993,3,5,0,3,16328,1848,2703,9647,32916,0,0,8794,0,7808,0,7762,0,3846,4706,0,2097,460,0,1365
1993,3,7,0,2,18593,1828,3908,20581,70222,1915,196862,0,103098,0,53026,31341,40738,22952,15929,3267,2003,1438,0,7094
1993,4,8,0,2,13292,424,5959,8170,27876,1664,171059,0,117001,0,40571,15967,13487,0,11909,0,0,0,0,2551
1993,1,1,0,2,11187,914,5635,7863,26829,0,0,0,0,0,0,22206,0,1129,3494,0,1117,1035,2605,4796
1993,3,5,0,4,18874,1682,3342,6162,21025,441,45335,0,30413,0,14922,12495,0,5590,2940,2376,1368,1523,1465,1536
1993,1,2,1,2,20564,843,6019,2570,8769,1241,127575,669,105266,0,17395,5762,4914,0,2338,0,0,0,0,1700
1993,2,3,0,5,19317,1128,5384,5428,18520,543,55798,0,28652,0,27146,11225,0,4209,3086,0,927,1053,0,2717
1993,2,3,0,5,27999,821,6093,2283,7790,308,31653,0,22857,0,8796,4392,0,841,2557,0,416,0,0,2462
1993,1,2,1,5,13670,1234,4856,5834,19906,21,2159,0,0,0,0,11508,2159,3845,4553,0,0,0,0,1409
1993,3,5,4,2,22960,2622,1325,21583,73641,0,0,0,0,11458,0,36798,0,19538,5847,12783,1402,462,2254,2599
1993,2,3,0,2,4156,1219,5288,9322,31807,1225,125930,0,65402,0,44208,22482,16320,3535,5790,3043,0,1679,0,3179
1993,3,5,0,5,11973,705,6466,4152,14167,0,0,5208,0,2880,0,2843,0,1425,1811,0,828,0,0,548
1993,3,5,0,2,4778,2280,2819,2760,9417,1107,113800,527,75176,0,30646,5958,7978,0,2932,0,0,473,947,1295
1993,3,7,0,2,37333,2213,2142,10886,37143,913,93856,0,44967,0,38431,17190,10458,13336,6617,0,0,2259,3617,2784
1993,1,2,0,2,15625,938,5644,8769,29920,1647,169312,0,128482,0,37441,17099,3389,4608,8213,0,2878,446,0,2678
1993,2,4,0,5,10713,382,8879,1810,6176,532,54658,0,20374,0,27947,4563,6337,0,1613,0,0,0,0,1743
1993,2,3,0,2,7817,668,6712,8008,27323,1821,187199,0,143144,0,44055,20748,0,3994,2581,0,972,452,2209,5186
1993,3,6,0,2,12538,1702,3748,7883,26897,1012,104034,0,85987,0,14331,10909,3716,11469,4519,0,0,0,2320,2199
1993,2,3,0,2,7256,951,5952,4565,15576,1028,105678,0,97381,0,8297,9436,0,4425,1715,2226,413,0,1330,2245
1993,3,6,0,5,27990,1888,3032,6028,20568,0,0,6522,0,4037,0,3528,0,2475,4006,0,548,361,0,513
1993,3,5,0,5,10635,2105,4236,14514,49524,0,0,10776,0,13121,0,14618,0,5847,5162,0,1278,595,2908,2070
1993,3,5,4,2,12093,2496,1482,8277,28241,0,0,10716,0,5383,0,8525,0,0,3617,0,955,0,0,2301
1993,3,5,0,2,4686,1146,4634,14693,50133,0,0,0,0,8381,0,24877,0,9449,7426,2962,2216,967,2431,5949
1993,1,2,0,2,19899,1077,5163,11070,37771,1345,138266,1534,87992,0,35520,19627,14754,11094,5516,0,0,564,0,5981
1993,3,6,0,2,4522,2745,1505,10644,36317,0,0,6898,0,3731,0,13635,0,9097,2956,2551,650,428,2091,3560
1993,4,9,2,5,19216,251,1441,10683,36452,0,0,8058,0,4142,0,16140,0,969,7143,0,1064,1208,3038,1880
1993,3,6,0,1,13935,2104,2701,21315,72727,0,0,15407,0,11391,0,24562,0,17085,4282,4492,3130,0,2975,2798
1993,3,7,0,2,4141,2485,1610,16223,55352,997,102522,0,67137,0,27701,27238,7684,22849,5265,4071,0,2611,4180,4135
1993,2,3,0,2,14409,484,7692,10609,36198,1332,136930,0,99967,0,29546,28268,7417,0,7930,3755,0,0,4690,5534
1993,4,9,2,2,19559,1519,2137,8893,30343,686,70521,0,36850,0,33671,19122,0,6251,4970,0,1674,493,2407,3346
1993,4,9,2,2,25347,283,2388,7056,24075,1635,168078,0,121852,0,46226,17418,0,2232,4425,0,2304,413,2529,3496
1993,4,8,0,2,3592,0,11018,25447,86825,3205,329474,0,271541,0,57933,78709,0,0,8116,4005,2600,856,12010,16522
1993,3,5,0,2,26773,1773,3454,15102,51528,0,0,34288,0,2347,0,10364,0,0,4529,0,581,0,1869,3923
1993,3,7,3,2,19676,1576,3969,4285,14619,580,59674,0,43791,0,15883,10863,0,0,3756,0,922,0,2965,561
1993,4,9,0,2,3905,231,4677,6912,23584,752,77306,1390,42647,0,25124,17976,9535,0,4218,0,0,0,0,3733
1993,4,9,2,2,25347,810,2061,11263,38429,822,84502,1298,61303,0,23199,34284,0,0,2847,0,3446,1164,2929,7584
1993,2,3,0,2,5690,431,8040,10420,35553,1223,125724,0,0,0,112109,27690,13615,3918,3945,2866,1713,2562,0,5620
1993,1,1,0,4,4786,910,5588,2530,8632,333,34208,0,0,0,27503,6213,6705,0,2419,0,0,0,0,961
1993,2,3,0,2,18574,708,6792,11799,40258,0,0,0,0,8475,0,20284,0,5381,6118,3177,2365,0,2531,4096
1993,4,8,0,3,11553,32,9587,5528,18862,2249,231197,0,203703,0,27494,14086,0,0,4776,0,715,471,2301,3919
1993,2,3,0,4,19029,529,7437,8560,29208,1953,200768,0,200768,13699,0,11145,0,0,4364,0,3027,0,0,2378
1993,3,7,3,2,17851,3209,1567,18719,63869,1064,109379,0,42521,0,18998,43389,47860,13879,6601,0,1336,1516,3037,6263
1993,4,9,2,5,10950,1411,1081,5258,17940,372,38248,1233,18001,0,20247,13709,0,0,2998,0,2533,0,0,2185
1993,4,8,0,2,11550,72,8053,9937,33905,1330,136724,0,106118,0,30606,26808,0,0,7097,3096,1089,0,4125,5158
1993,4,8,0,2,7239,414,6558,4909,16750,977,100436,0,72007,0,28429,14634,0,0,2116,0,913,1037,2078,3542
1993,2,4,0,2,13593,589,6965,22602,77118,0,0,1531,0,20367,0,41428,0,5875,7917,4242,1711,1373,7900,5704
1993,1,1,0,5,4503,767,6197,5306,18102,804,82608,0,45530,0,29460,8446,7618,4813,4843,0,0,0,0,1618
1993,3,6,0,1,13012,1694,3777,21184,72280,0,0,15773,0,13317,0,28905,0,10718,3567,0,1500,0,2785,4786
1993,2,3,0,2,15860,1087,5527,22864,78012,0,0,29957,0,10914,0,25020,0,9165,2956,0,1025,477,2927,3119
1993,2,3,0,3,6373,442,7998,8543,29149,1260,129528,0,95399,0,34129,22391,0,0,6758,2379,950,0,2711,4637
1993,4,8,0,2,7246,1905,2885,3395,11584,566,58163,0,29810,0,22344,7368,6009,0,4216,0,0,0,3611,386
1993,1,1,0,2,7554,866,5871,10803,36860,0,0,0,0,0,0,29191,0,0,7669,4461,2271,1214,3053,5923
1993,1,2,1,4,22278,663,6774,2324,7929,796,81836,0,71167,0,10669,5267,0,0,2662,0,486,0,1563,679
1993,2,3,0,2,9835,842,6047,10790,36815,1316,135285,0,100149,0,27261,31372,7875,0,5443,0,0,0,3768,4043
1993,4,9,2,5,16589,1150,2824,3230,11021,272,27954,0,12033,0,15921,5302,0,1917,3802,0,909,0,0,1089
1993,1,2,0,2,11172,935,5863,25463,86880,0,0,33974,0,15968,0,30859,0,0,6079,4170,1543,0,3597,2668
1993,3,5,0,4,10286,1681,3270,6788,23161,0,0,10439,0,3899,0,6728,0,0,2095,1501,667,0,0,1383
1993,3,6,0,1,13012,1270,4331,16678,56905,0,0,20692,0,9515,0,22534,0,0,4164,2980,1091,0,3116,4394
1993,3,5,0,1,4492,1658,3389,11311,38593,0,0,0,0,14970,0,20359,0,0,3264,0,0,0,4187,3638
1993,1,1,0,2,8539,903,6044,7150,24396,0,0,0,0,0,0,17967,0,1483,4946,3363,0,0,0,4402
1993,1,1,0,4,9683,430,8105,9077,30970,0,0,13776,0,4817,0,10430,0,0,1947,0,593,391,1904,1468
1993,3,6,0,2,11667,1171,4799,30529,104165,0,0,33658,0,14862,0,33694,0,14907,7044,3552,1422,2127,5876,6192
1993,3,6,0,2,14692,1715,4376,4412,15054,914,93959,0,76749,0,13200,5814,4010,7977,1263,0,0,0,0,1375
1993,2,3,0,2,17097,1060,5891,28736,98047,0,0,1380,0,25174,0,49761,0,16745,4987,3706,4333,2577,7120,9452
1993,1,2,1,5,15497,1386,4687,2364,8066,51,5243,0,0,0,0,3914,5243,2041,2111,0,0,0,0,1095
1993,2,3,0,2,19952,900,6253,11318,38617,908,93342,0,93342,11340,0,17867,0,4574,4836,0,1032,480,2346,6545
1993,2,4,0,2,5661,390,8844,11941,40743,1299,133537,0,89107,0,44430,29388,0,7438,3917,2911,1566,462,2829,5529
1993,1,2,0,3,10475,1552,4427,10018,34181,351,36083,1706,0,0,27057,23964,9026,1927,6584,5512,0,0,3064,6200
1993,2,3,0,2,22619,1147,5887,6779,23130,891,91595,0,74175,0,14032,8866,3388,11096,3168,0,0,0,2736,1141
1993,3,5,4,1,27856,2317,1178,3644,12433,0,0,6651,0,1120,0,3045,0,0,1617,0,0,0,0,1245
1993,2,4,0,2,8643,1492,5015,17118,58407,2589,266149,0,181368,0,67383,46318,17398,2995,9094,0,0,0,8799,14575
1993,2,3,0,2,7398,697,6472,10120,34529,0,0,0,0,7424,0,22958,0,1320,2827,0,2387,0,3208,7672
1993,1,2,0,4,19480,838,6201,6840,23338,2070,212796,0,177289,0,35507,15434,0,1283,6621,0,1053,976,1955,3201
1993,3,5,0,3,10181,1641,4301,11022,37608,1252,128701,0,84604,0,34759,29194,9338,3736,4678,12048,0,0,0,5029
1993,3,7,0,2,18632,2573,1816,11716,39975,476,48933,1417,29011,0,19922,18783,0,15929,3846,0,1370,521,4237,2946
1993,4,9,2,2,8993,822,887,2511,8568,612,62914,0,36627,0,19531,5742,6756,0,2826,1789,0,0,0,540
1993,2,3,0,4,12605,914,5911,6119,20878,2184,224515,0,185255,0,30856,18010,8404,0,2868,3767,0,0,0,5294
1993,3,5,0,5,7095,1668,3638,6263,21369,764,78503,0,34604,0,43899,14048,0,3779,3542,2276,1227,0,0,4754
1993,4,9,2,2,25347,1099,1050,5256,17933,560,57568,0,30921,0,18232,11999,8415,0,5934,0,0,970,0,3388
1993,4,9,2,3,22819,788,934,2380,8121,343,35260,0,0,0,26657,6716,8603,0,1405,0,0,0,0,2135
1993,3,7,3,2,4668,3203,1567,30426,103814,0,0,22872,0,11178,0,36228,0,19993,13543,5776,2888,633,3881,3516
1993,1,1,0,2,11187,955,6221,5509,18797,0,0,0,0,7515,0,7450,0,1167,2665,0,866,0,0,1639
1993,3,7,3,5,9383,3149,2218,7941,27096,0,0,4027,0,7057,0,6539,0,6531,2942,0,1840,0,0,810
1993,1,1,0,1,4479,294,7407,5077,17323,0,0,0,0,4966,0,8540,0,0,3817,0,0,0,2883,929
1993,3,7,0,2,19048,2504,1607,20543,70093,0,0,18842,0,5606,0,18672,0,19737,7236,0,974,642,3134,5350
1993,3,5,0,3,7232,2638,2442,7563,25805,1555,159834,0,99736,0,46708,13858,13390,8885,3062,3494,0,0,0,1679
1993,2,3,0,2,5120,657,6757,14235,48570,2500,257000,0,199484,0,46616,32923,10900,6585,9062,5134,1442,1637,3278,5933
1993,2,3,0,2,23573,644,6864,22272,75992,251,25803,38931,0,0,20918,20998,4885,9197,6866,0,1084,0,3094,4276
1993,3,5,0,5,8318,2084,2451,2503,8541,397,40787,0,24979,0,15808,4705,0,2488,1348,2321,465,0,0,318
1993,1,2,1,5,24129,1408,4672,1923,6561,478,49097,0,37434,0,8765,3442,2898,1568,1551,0,0,255,0,820
1993,2,4,0,2,8643,1583,4874,5007,17084,1406,144537,1036,103489,0,32352,11848,8696,996,3204,0,0,0,2338,1955
1993,4,8,0,2,14125,5656,620,18690,63770,0,0,10989,0,0,0,26000,0,21584,5197,0,1041,485,2970,3817
1993,3,5,0,2,18259,886,5002,24198,82563,0,0,34220,0,11237,0,26653,0,3696,6757,0,1300,494,3031,5245
1993,2,4,0,2,7415,1102,5633,7790,26579,0,0,0,0,0,0,19850,0,4306,2423,3465,0,421,2057,4364
1993,2,3,0,3,23652,823,6620,4981,16995,669,68773,0,54614,0,10239,8595,3920,3386,5014,0,0,0,0,3396
1993,3,5,0,2,22703,1573,3816,20445,69758,0,0,0,0,10071,0,35003,0,11355,13329,4530,1100,512,2502,5206
1993,4,9,0,2,12293,72,5319,6067,20701,921,94679,0,94679,8400,0,10359,0,0,1942,0,882,335,1637,3045
1993,1,2,1,4,13505,971,5368,2898,9888,0,0,0,0,0,0,6682,0,0,3206,0,1026,0,0,1296
1993,3,7,0,1,4872,2502,1608,15561,53094,0,0,9548,0,7829,0,14924,0,17051,3742,0,2212,0,1933,4842
1993,3,7,3,2,20189,2806,1607,13712,46785,0,0,1314,0,5277,0,17694,0,17043,5457,0,2205,0,2360,2177
1993,3,7,3,2,8854,2757,2111,9480,32346,984,101155,0,54539,0,35891,18233,10725,9402,4711,0,0,0,3098,4502
1993,4,8,0,2,3560,37,9068,14678,50081,0,0,1373,0,13784,0,33105,0,0,1819,2336,1532,1230,3094,4266
1993,3,5,0,2,18164,1338,4830,20808,70997,0,0,1380,0,0,0,40225,0,14844,14548,12944,0,1237,4127,4280
1993,3,5,4,2,20874,3117,572,11167,38102,0,0,5293,0,1676,0,14911,0,12305,3917,0,1045,398,1940,4586
1993,2,3,0,2,11048,663,6641,4112,14030,1351,138864,0,107864,0,31000,11035,0,0,2995,0,848,0,0,2580
1993,4,8,0,4,6379,673,5972,2364,8066,764,78503,0,53131,0,20440,4554,4932,0,3512,0,0,0,0,869
1993,1,2,1,2,21631,639,6822,4759,16238,1121,115239,1022,81859,0,26386,13060,6994,0,2156,0,0,0,0,3876
