Survey Year,Census Region,Census Division,Four Largest States,Type of Home  (Respondent answer),The Final Weight,Heat Deg-Days: Base65 01 TO 12-2005 (Inoculated),Cool Deg-Days: Base65 01 TO 12-2005 (Inoculated),Kilowatt Hours Of Electricity Used,Electric Annual Use In Thousands of BTU,CCFS (Hundred Cubic Feet) Of Natural Gas,Natural Gas Annual Use In Thousands Of BTU,Electric Dryer Use (Estimated) in Thousands of BTU,Electric Dishwasher Use (Estimated) in Thousands of BTU,Electric Freezer Use (Estimated) in Thousands of BTU,Electric Refrigerator Use (Estimated) in Thousands of BTU,Electric AC Use (Estimated) in Thousands of BTU,Electric Water Heat Use (Estimated) in Thousands of BTU,Electric Space Heat Use (Estimated) in Thousands of BTU,Electric Appliance Use (Estimated) in Thousands of BTU,Natural Gas Appliance Use (Estimated) in Thousands of BTU,Natural Gas Water Heat Use (Estimated) in Thousands of BTU,Natural Gas Space Heat Use (Estimated) in Thousands of BTU
2001,2,3,0,2,16098,1149,5046,5149,17568,0,0,922,1367,0,1044,2357,3861,5232,5074,0,0,0
2001,2,3,0,2,33290,1149,5046,5915,20182,1002,103106,1725,0,0,5586,5247,0,939,8410,3808,13725,85573
2001,3,6,0,2,17999,1206,3568,28814,98313,0,0,8303,0,0,9955,0,20484,23249,44625,0,0,0
2001,3,6,0,2,20330,1206,3568,9495,32397,485,49907,2463,0,8131,11850,752,0,0,19795,2764,9697,37446
2001,1,1,0,5,9513,820,5247,2931,10001,267,27441,0,0,0,3183,1690,0,0,5128,0,8690,18751
2001,1,1,0,5,10504,820,5247,2195,7489,176,18145,0,0,0,1845,847,0,0,4797,0,5516,12629
2001,1,2,1,5,16347,1216,4298,5104,17415,0,0,1554,1367,0,4017,1490,0,0,11908,0,0,0
2001,1,2,1,5,18050,1216,4298,2669,9109,27,2796,0,0,0,1304,398,0,705,6702,2796,0,0
2001,1,2,1,2,17949,1251,4242,5266,17968,0,0,4120,0,0,4230,1133,0,0,12605,0,0,0
2001,1,2,1,2,15856,1251,4242,3411,11638,0,0,0,1241,0,3175,1937,0,0,6526,0,0,0
2001,2,3,0,4,24058,849,5936,3601,12288,961,98859,0,2092,0,1772,576,0,0,9940,6810,17400,74649
2001,2,3,0,5,26565,849,5936,992,3385,291,29944,0,0,0,1509,512,0,0,1364,3555,6240,20149
2001,2,4,0,2,16200,922,7153,10017,34178,798,82114,0,1795,2426,3337,4318,7803,1423,17297,2312,0,79802
2001,4,8,0,1,17436,5161,1093,3652,12461,39,4013,0,0,0,3469,0,0,3968,5024,0,4013,0
2001,4,8,0,1,23180,5161,1093,4146,14146,121,12451,0,0,0,3963,2730,0,2394,5059,2610,4114,5727
2001,1,1,0,2,19182,903,5053,11142,38017,1038,106810,4542,0,2483,5048,1422,0,0,31547,5451,14542,86817
2001,1,2,1,3,20754,653,6217,3613,12328,667,68634,0,515,0,2208,2381,0,0,7739,3892,15857,48885
2001,1,2,0,2,17515,881,5289,8366,28544,0,0,2073,0,0,5468,6596,0,0,16480,0,0,0
2001,2,3,0,2,20282,1048,4824,20842,71113,608,62563,5755,4991,0,9436,5937,21187,0,34553,0,0,62563
2001,2,3,0,2,27649,1411,4683,6835,23321,830,85372,0,0,0,3000,7356,0,0,12965,7862,18985,58525
2001,3,5,4,4,32176,2726,992,8986,30660,0,0,2171,0,0,3431,6935,4045,3140,13109,0,0,0
2001,3,6,0,2,11469,1797,2620,12318,42029,1578,162376,3620,0,6054,8102,9894,0,0,24033,13229,38533,110614
2001,3,6,0,2,11469,1797,2620,4584,15641,723,74397,1811,0,1696,3444,4544,0,0,7653,6339,18465,49593
2001,3,6,0,2,16874,1626,3836,43618,148825,0,0,6781,2722,0,9737,19912,18905,24192,76079,0,0,0
2001,4,8,0,2,17021,2255,2686,14445,49286,510,52479,2949,4374,3140,15497,0,0,0,33789,0,17335,35144
2001,4,8,0,2,17021,2255,2686,3976,13566,906,93227,2412,0,0,4842,0,0,0,8724,0,30540,62687
2001,4,9,0,1,25196,357,4195,14042,47911,0,0,2734,0,0,3865,0,9992,18884,15170,0,0,0
2001,4,9,0,2,16749,357,4195,17864,60952,0,0,4378,0,0,5505,0,5769,34097,15581,0,0,0
2001,4,9,0,1,25196,357,4195,13014,44404,0,0,2469,1695,0,2619,1535,7368,17609,15273,0,0,0
2001,4,9,0,2,17367,357,4195,20261,69131,601,61843,2848,4225,2288,4924,5498,19970,0,38739,0,0,61843
2001,4,9,0,1,28764,357,4195,11652,39757,627,64518,3165,2716,4541,13930,1599,0,1723,22505,3300,17743,43475
2001,2,3,0,2,19654,567,7038,10741,36648,651,66988,2983,0,6879,3502,0,0,0,33146,0,16714,50274
2001,2,3,0,2,19654,567,7038,11620,39647,633,65136,0,2394,4806,6979,6629,0,0,26039,9110,23102,32924
2001,2,3,0,2,14740,567,7038,10798,36843,0,0,3101,0,4077,4146,0,10040,0,22657,0,0,0
2001,2,3,0,2,18780,1149,5046,8898,30359,460,47333,2435,3613,0,5213,6348,0,0,18798,0,14747,32586
2001,2,3,0,2,24967,1149,5046,8164,27856,1013,104238,3011,0,4921,5831,0,0,1639,20386,3928,14157,86153
2001,2,3,0,3,17838,735,5800,15604,53241,736,75734,3179,1276,2989,2443,2413,0,28111,20274,6067,17267,52400
2001,2,3,0,2,20810,735,5800,11935,40722,2081,214135,0,0,4692,5335,2911,0,0,32476,16863,30295,166977
2001,3,6,0,2,17947,1269,4047,18458,62979,0,0,3597,0,0,6747,4225,7589,30500,13918,0,0,0
2001,3,6,0,2,29810,1206,3568,25516,87061,556,57212,7676,2572,0,4035,7995,6931,40552,27548,0,0,57212
2001,3,6,0,2,29810,1206,3568,12488,42609,401,41263,1985,0,2091,4568,4972,5315,14061,13693,4720,0,36543
2001,3,6,0,2,17999,1206,3568,28671,97825,0,0,7350,0,0,6572,13166,16065,26160,35862,0,0,0
2001,4,8,0,5,11854,346,7418,4257,14525,370,38073,0,1595,0,1508,0,0,0,13017,0,13891,24182
2001,4,9,2,5,33843,463,5968,4999,17057,0,0,0,0,0,1460,0,3196,7915,4486,0,0,0
2001,4,9,2,2,35633,310,5228,5856,19981,0,0,2503,0,0,3471,0,6705,1363,8442,0,0,0
2001,2,4,0,2,20249,922,7153,14232,48560,1324,136240,10133,4076,2579,3506,5619,0,3130,36305,8144,34089,94007
2001,3,5,4,1,34029,3294,545,4797,16367,0,0,0,0,0,3919,0,6026,952,5470,0,0,0
2001,4,9,2,2,30759,1137,1734,5875,20046,634,65239,0,1005,0,3331,0,0,0,16715,10493,17394,37352
2001,4,9,2,2,17828,1787,2013,12120,41353,222,22844,3210,1610,2026,4423,5425,0,4911,26594,0,22844,0
2001,4,9,2,2,24607,1787,2013,13959,47628,0,0,2408,673,0,5781,6351,6450,11946,17100,0,0,0
2001,3,5,0,4,20224,1902,2251,10747,36671,294,30226,0,0,0,6477,0,15953,0,14241,7527,0,22699
2001,3,5,0,5,23803,1902,2251,9292,31704,83,8591,0,0,0,3122,3868,8649,6698,9367,8591,0,0
2001,3,7,3,2,35725,2995,1542,12335,42087,381,39205,2343,839,0,7628,19098,0,0,15361,0,17053,22152
2001,2,3,0,2,20810,735,5800,7823,26692,590,60711,3536,0,3103,2150,4958,0,1125,18459,0,13276,47435
2001,4,8,0,2,11854,789,6022,14921,50910,450,46305,6799,5050,5543,4532,8264,0,1853,36261,3011,13423,29871
2001,4,8,0,5,11466,346,7418,1891,6452,0,0,0,372,0,501,0,1617,1947,2387,0,0,0
2001,4,9,2,2,26724,463,5968,5281,18019,0,0,2185,0,3896,3610,0,4686,0,9723,0,0,0
2001,1,2,0,2,28997,1070,4484,5869,20025,1112,114425,1903,0,2846,2429,3474,0,0,14122,0,16774,97651
2001,1,2,0,5,38005,704,5263,3202,10925,489,50330,0,0,0,4615,0,0,0,6310,6861,11917,31552
2001,1,2,0,1,19415,704,5263,2907,9919,0,0,0,0,0,2626,588,2474,0,4231,0,0,0
2001,2,4,0,2,28588,1545,4422,10197,34793,1541,158540,0,2049,4156,5164,8885,0,1300,19444,6423,40110,112007
2001,4,8,0,2,11471,5161,1093,11525,39323,0,0,1949,0,0,6079,12892,3632,7266,9454,0,0,0
2001,4,8,0,2,12666,5161,1093,7949,27122,246,25313,1747,1199,0,3878,11290,0,951,11003,0,9308,16005
2001,4,8,0,2,11471,5161,1093,9565,32636,485,49907,0,553,2792,7435,15004,0,1077,9120,0,20695,29212
2001,4,9,2,5,17893,446,1539,2435,8308,271,27886,0,0,0,1499,0,0,0,6809,10719,17167,0
2001,4,9,2,1,23086,106,6083,4269,14565,957,98455,0,0,0,2750,0,0,0,11815,9967,18350,70138
2001,4,9,2,1,17365,106,6083,2471,8431,672,69147,0,0,1803,1671,0,0,0,6760,5328,16543,47276
2001,1,2,0,2,26320,714,5560,3946,13464,1622,166886,0,0,2575,2986,1012,0,876,8590,2963,26718,137205
2001,1,2,0,2,26320,714,5560,5244,17894,1199,123416,1694,1491,0,2569,717,0,1182,13426,5101,15713,102602
2001,1,2,1,4,23718,653,6217,2038,6955,981,100925,0,0,0,2633,0,0,0,4322,0,11737,89188
2001,1,2,1,5,17788,653,6217,2164,7384,395,40646,0,0,0,1924,451,0,0,5009,3873,6826,29947
2001,1,2,0,4,28332,714,5631,6317,21554,1428,146941,0,0,0,4970,2804,0,0,13780,10946,34125,101870
2001,1,2,0,2,17515,881,5289,10802,36855,0,0,2286,0,3545,5732,4642,7705,0,18776,0,0,0
2001,1,2,0,2,23118,881,5289,9161,31259,834,85842,0,561,2475,3801,7070,0,0,20388,6800,13477,65565
2001,2,3,0,5,24967,722,7076,3590,12248,552,56752,0,0,0,7518,0,0,0,4730,0,10807,45945
2001,2,3,0,5,20737,722,7076,4830,16479,519,53412,0,0,1960,4881,3361,0,0,8237,0,12166,41246
2001,2,3,0,2,23475,902,5080,5443,18572,763,78495,0,1151,0,2616,2553,0,0,13403,3242,15972,59281
2001,2,3,0,2,23475,902,5080,9540,32550,804,82703,3216,0,0,3064,7196,0,1312,20978,0,17661,65042
2001,2,3,0,2,19885,620,6215,8972,30612,1207,124200,6680,0,0,4013,0,0,0,26599,0,32548,91652
2001,2,3,0,2,19885,620,6215,14316,48846,834,85819,0,0,6564,7473,0,0,0,41373,9731,19479,56609
2001,2,3,0,1,28170,1072,5409,9014,30756,896,92198,3499,0,0,4466,1444,9290,0,15556,7515,0,84683
2001,2,3,0,1,28170,1072,5409,15898,54244,664,68326,0,0,5855,6872,8027,13653,1868,23824,7005,0,61321
2001,3,5,4,2,92142,2726,992,9595,32738,0,0,2723,1401,0,3226,7984,3804,4069,13655,0,0,0
2001,3,5,4,2,32176,2726,992,16034,54708,0,0,3643,1827,0,3962,14212,8068,4292,24174,0,0,0
2001,3,5,0,2,22063,1133,4591,5954,20315,937,96417,0,1280,0,2479,6523,0,0,11313,3893,16873,75651
2001,3,6,0,2,13499,1315,3649,20712,70667,0,0,6043,0,0,6269,10843,10542,19450,23563,0,0,0
2001,3,6,0,2,11469,1626,3836,27375,93404,1231,126670,4523,3880,0,15834,20090,0,2461,55019,0,25933,100737
2001,3,6,0,2,14906,1626,3836,47861,163302,1176,121010,3742,2569,0,20280,12493,10023,53384,67122,121010,0,0
2001,3,7,3,1,25192,2995,1542,8330,28422,368,37824,3250,0,0,5417,10046,0,1769,11190,5759,16282,15783
2001,3,7,3,2,22902,2995,1542,19341,65991,369,37970,4337,1741,0,9632,18532,14585,0,23242,10148,0,27822
2001,3,7,3,3,31627,2995,1542,16675,56895,0,0,4385,716,0,5532,11924,8723,7866,22850,0,0,0
2001,3,7,3,2,16795,1937,3402,7049,24051,545,56081,2997,2599,0,2264,4092,0,954,16741,5858,19038,31185
2001,3,7,3,2,18544,1937,3402,6950,23713,689,70898,2961,0,1777,7888,4457,0,0,11368,4195,14666,52037
2001,3,7,3,2,16795,2947,1376,6670,22758,597,61431,0,0,0,6573,3339,0,0,12846,11325,18734,31372
2001,3,7,3,2,22328,2947,1376,3325,11345,431,44350,0,0,0,3687,1970,0,0,5688,5935,10382,28033
2001,3,7,3,2,16795,2947,1376,5892,20104,429,44156,0,0,0,5893,0,0,4044,10167,0,18338,25818
2001,4,9,0,2,13026,357,4195,6284,21441,752,77381,2612,0,1818,2852,1734,0,0,16855,0,18334,59047
2001,4,9,0,5,25196,35,5821,6096,20800,0,0,1866,0,0,1886,0,5568,5852,7494,0,0,0
2001,4,9,0,5,25196,35,5821,11205,38231,0,0,2294,1574,0,1722,0,8688,9807,18014,0,0,0
2001,4,9,0,5,27821,35,5821,5866,20015,0,0,1691,0,0,1452,0,2828,10738,4997,0,0,0
2001,4,9,0,5,25196,35,5821,9271,31633,0,0,1850,0,0,2491,0,7009,13062,9071,0,0,0
2001,4,9,0,5,27821,35,5821,10642,36311,0,0,2289,0,0,3356,0,4908,21068,6979,0,0,0
2001,2,3,0,2,19654,642,6932,5965,20353,1013,104238,2172,0,0,4308,2112,5187,0,8746,0,0,104238
2001,2,3,0,2,13404,1149,5046,15545,53041,0,0,7984,0,2721,8429,8240,0,0,36372,0,0,0
2001,2,3,0,2,33290,1149,5046,5274,17995,722,74294,0,0,0,3610,4082,0,0,10303,4382,15962,53950
2001,2,3,0,2,18780,1149,5046,9165,31271,950,97755,4009,0,2298,2654,4207,0,0,24410,0,20451,77304
2001,2,4,0,2,16119,980,5771,13116,44752,853,87774,3861,0,0,2832,9755,8478,0,23687,0,0,87774
2001,2,4,0,2,16119,980,5771,14011,47806,623,64107,3639,0,4318,4559,11414,0,0,31833,0,17722,46385
2001,2,4,0,2,13197,1114,4873,6880,23475,0,0,2707,0,0,4641,2472,3567,1473,11322,0,0,0
2001,2,4,0,2,11952,1114,4873,17108,58372,0,0,4102,1647,3094,5103,13534,9086,0,30649,0,0,0
2001,2,4,0,1,11287,711,8122,19547,66694,0,0,13646,0,5520,8940,8644,0,2014,47096,0,0,0
2001,2,4,0,5,22453,711,8122,5202,17749,0,0,0,0,0,1357,0,1729,11811,2852,0,0,0
2001,2,4,0,2,15814,711,8122,8138,27767,829,85304,3265,912,0,3388,3127,0,1777,19475,0,14059,71245
2001,2,4,0,2,11861,711,8122,10217,34860,0,0,4334,0,4847,3358,0,8628,0,22874,0,0,0
2001,3,6,0,1,14731,1907,2760,6615,22570,0,0,0,0,0,3479,4718,3168,1309,9896,0,0,0
2001,3,6,0,2,13341,1907,2760,16701,56984,0,0,3812,0,6962,9710,10307,12751,0,24216,0,0,0
2001,3,7,3,4,27162,2916,2022,6878,23468,0,0,0,0,0,3313,5772,3104,4919,6360,0,0,0
2001,4,8,0,2,16361,538,7594,3911,13344,512,52685,0,0,0,2756,0,3094,0,7494,0,0,52685
2001,4,8,0,2,14817,538,7594,13145,44851,1057,108765,4718,1894,4656,4879,0,8231,1501,30240,0,0,108765
2001,4,8,0,2,14817,538,7594,12100,41284,686,70600,2937,0,2341,3899,0,8763,0,28622,4678,0,65922
2001,4,8,0,2,14817,538,7594,20930,71413,1115,114734,7397,0,4406,3811,0,21295,0,46307,0,0,114734
2001,4,8,0,2,31611,905,5566,10524,35908,651,66988,0,2045,0,8581,6358,0,0,20969,3539,19245,44204
2001,1,2,1,5,22562,1251,4242,2686,9165,181,18597,0,0,0,2453,937,0,1802,3973,2596,4431,11570
2001,1,2,1,5,36684,1216,4298,2983,10179,217,22298,0,0,0,4655,0,0,0,5524,0,4695,17603
2001,1,2,0,2,20448,1045,4781,13878,47352,0,0,3231,4793,5550,11267,7496,0,0,28589,0,0,0
2001,1,2,0,2,20448,1225,4148,10208,34830,355,36530,7382,1979,0,3320,5972,0,0,25538,0,11080,25450
2001,1,2,1,2,14360,1251,4242,9330,31834,0,0,3493,3030,3639,2691,1523,0,0,27620,0,0,0
2001,1,2,0,5,25888,704,5263,4392,14986,398,40946,0,1410,0,3229,2714,0,0,9043,0,11821,29125
2001,1,2,0,5,25888,704,5263,4740,16173,505,51928,0,914,0,5146,3516,0,0,7511,0,11206,40722
2001,2,3,0,2,32077,849,5936,9518,32475,822,84584,0,0,0,6100,5674,0,0,20701,9265,16891,58428
2001,2,3,0,2,32077,849,5936,8333,28432,1013,104238,0,1501,2021,4186,6498,0,0,17748,9987,19908,74343
2001,2,3,0,4,32077,849,5936,5590,19073,518,53302,0,0,0,5494,0,0,0,13579,6804,12298,34200
2001,2,3,0,4,33827,740,5513,9200,31390,1297,133461,0,0,0,4702,0,10347,0,16341,14332,0,119129
2001,2,4,0,5,21044,922,7153,3046,10392,189,19475,0,584,0,3031,813,0,0,6548,2573,4596,12306
2001,3,5,0,3,29189,1072,4394,23220,79226,0,0,3293,3661,0,4713,8159,17397,21759,27198,0,0,0
2001,3,5,4,2,34029,3665,508,14335,48911,0,0,2259,0,0,3976,19601,8482,3363,13489,0,0,0
2001,3,5,4,2,34029,3665,508,16942,57806,0,0,2772,1783,0,7079,20285,7870,2705,19867,0,0,0
2001,3,7,3,1,20539,2510,1791,6683,22803,0,0,0,0,0,12562,1464,4560,0,4217,0,0,0
2001,4,8,0,2,22070,912,5675,11207,38238,944,97138,4414,0,4085,7275,1765,9312,2402,17484,0,0,97138
2001,4,9,2,2,17893,446,1539,3500,11943,731,75220,0,0,0,2032,0,0,0,9911,15288,26890,33042
2001,4,9,2,2,17632,1050,1290,8374,28572,839,86333,2392,2074,0,2737,0,0,0,25835,43437,20878,22018
2001,4,9,2,3,25470,1066,1737,6913,23587,441,45379,0,1776,0,3517,3790,0,0,16280,8178,19782,17419
2001,4,9,2,2,16979,1058,1281,6431,21943,529,54422,0,0,0,3856,0,0,0,18087,12684,20761,20977
2001,4,9,2,2,22286,1787,2013,6788,23161,347,35706,1317,904,0,4402,3664,0,0,15095,5026,13264,17416
2001,1,1,0,4,22217,903,5053,8506,29022,1174,120805,0,3914,0,3354,4283,0,0,21385,13914,29623,77268
2001,1,1,0,4,22217,903,5053,6399,21833,933,96006,4568,0,0,3298,2148,0,0,16387,7312,22342,66352
2001,1,1,0,2,11275,903,5053,4552,15531,0,0,2663,0,0,2562,1084,0,0,11885,0,0,0
2001,1,2,1,2,16110,653,6217,5964,20349,590,60711,3036,0,0,4625,0,0,0,15724,4564,14355,41792
2001,1,2,1,5,16110,653,6217,5951,20305,468,48157,0,2539,0,2347,3087,0,0,14871,0,21706,26451
2001,1,2,1,2,16110,653,6217,3073,10485,832,85613,0,0,0,1559,0,0,0,8926,10751,19595,55267
2001,2,3,0,2,23475,1411,4683,13799,47082,936,96357,5670,3285,0,9737,9920,0,0,27425,0,22312,74045
2001,2,3,0,2,23475,902,5080,7750,26443,449,46213,3563,1430,0,2572,5382,0,0,18489,0,10328,35885
2001,2,3,0,2,23475,902,5080,8635,29463,423,43539,2539,1306,2965,3617,5879,0,0,19967,0,11959,31580
2001,2,3,0,3,13404,620,6215,19416,66247,0,0,9259,0,0,9802,6220,0,0,50225,0,0,0
2001,2,3,0,2,18780,620,6215,16136,55056,1750,180075,0,0,3818,3323,3940,0,2786,45007,21455,42535,116085
2001,2,3,0,3,18780,620,6215,10052,34297,938,96520,0,4135,4061,4812,0,0,0,29485,14142,33669,48709
2001,2,3,0,2,32011,537,6019,8941,30507,937,96443,0,0,0,8142,4741,0,1676,15948,4479,16428,75536
2001,2,3,0,2,22536,802,5777,6136,20936,961,98887,2098,586,2188,5050,0,0,0,15886,0,25347,73540
2001,2,3,0,2,22536,802,5777,10405,35502,1503,154659,2615,3879,2545,3158,6232,0,0,26112,0,40989,113670
2001,3,5,4,2,22833,2628,1061,6191,21124,279,28709,1515,2247,0,2792,8488,0,0,9844,4841,15855,8013
2001,3,5,4,2,39144,2723,1010,14808,50525,287,29532,5670,2276,0,12215,11108,0,0,27202,0,15770,13762
2001,2,3,0,2,37560,693,6877,9592,32728,1308,134593,0,0,5877,4083,0,0,0,28645,8293,24973,101327
2001,2,3,0,4,21701,693,6877,3081,10511,938,96571,0,0,0,4079,1612,0,0,4820,0,11371,85200
2001,2,3,0,2,26205,693,6877,17085,58294,943,97035,8034,2154,0,9838,10230,0,0,38226,6634,19610,70791
2001,2,3,0,2,24148,697,5598,24837,84744,0,0,6582,1075,0,7108,4980,11482,29739,31435,0,0,0
2001,3,5,0,2,23803,1025,4095,25873,88279,0,0,5444,3154,2323,6384,9924,17592,23782,30597,0,0,0
2001,3,6,0,2,13499,1206,3568,17122,58422,0,0,2625,0,3248,7390,9720,5872,18134,17306,0,0,0
2001,3,7,0,4,23833,2078,3287,5886,20083,467,48054,2246,0,0,5202,3346,0,1222,10313,3109,10842,34103
2001,3,7,0,2,20963,2604,1718,7759,26474,862,88700,0,0,0,6480,6990,0,0,13004,12796,33485,42419
2001,3,7,0,2,25156,2604,1718,17056,58194,213,21918,6548,5679,8606,7967,17462,0,0,32765,1729,7102,13087
2001,4,8,0,2,15806,790,7419,7641,26071,707,72750,1784,1225,2906,3370,1187,4221,0,17293,0,0,72750
2001,1,1,0,2,14587,696,5914,9456,32262,1777,182878,4294,1845,0,2532,884,0,0,28846,13020,50543,119315
2001,1,2,1,5,16347,1251,4242,3349,11427,481,49471,0,0,0,2853,1255,0,1851,5468,9889,16879,22703
2001,1,2,1,5,16347,1251,4242,2585,8821,295,30339,0,0,0,1410,0,0,0,7411,6750,11522,12067
2001,1,2,1,4,24519,1216,4298,4322,14747,560,57667,0,0,0,4049,1736,0,0,8962,3795,6484,47388
2001,2,4,0,2,25337,922,7153,4113,14034,1019,104855,2140,1469,0,2731,2629,0,0,8674,0,15545,89310
2001,3,5,0,2,30842,1669,2474,28107,95901,1314,135211,5911,5127,0,17084,27160,0,1881,49776,19394,37565,78252
2001,3,5,0,2,30842,1669,2474,23016,78531,1225,126053,5415,2173,0,13051,27112,0,0,38368,8607,24982,92464
2001,3,5,0,5,29754,1105,4364,17616,60104,0,0,5836,0,0,3901,3771,10827,22155,19450,0,0,0
2001,3,5,0,5,29754,1105,4364,25370,86563,0,0,2835,4205,2935,4851,8993,17851,25261,29607,0,0,0
2001,3,5,0,5,26777,1105,4364,4590,15661,592,60887,1307,0,0,2518,2879,0,0,10264,10448,26521,23918
2001,4,9,2,3,47935,2041,1849,4721,16108,305,31385,0,0,0,4047,5046,0,0,7015,6718,11368,13299
2001,4,9,2,5,30098,1528,2273,1724,5882,127,13068,0,0,0,2409,1210,0,0,2263,0,6612,6456
2001,1,1,0,5,12576,887,5456,5058,17257,0,0,0,0,0,1620,1235,3176,7264,3962,0,0,0
2001,1,1,0,5,11390,887,5456,17699,60389,0,0,0,0,0,6193,2237,12852,21728,17379,0,0,0
2001,1,1,0,5,11390,887,5456,9950,33949,0,0,0,0,0,2832,2170,6111,16984,5852,0,0,0
2001,1,1,0,5,11390,887,5456,13264,45257,0,0,0,854,0,5010,3089,11167,15014,10977,0,0,0
2001,1,2,1,2,17788,653,6217,7781,26548,1709,175891,2874,1973,4224,2927,1193,0,0,22428,4795,17599,153497
2001,1,2,0,1,14013,983,4880,7684,26217,0,0,4201,0,0,3174,2796,0,0,20247,0,0,0
2001,1,2,0,2,22480,722,5651,23093,78793,0,0,2873,1478,3451,7006,7365,9755,25188,29479,0,0,0
2001,2,3,0,2,42927,1083,4889,11483,39180,1277,131403,0,2609,0,11404,7303,0,0,20473,4508,21563,105332
2001,2,4,0,4,34925,1294,4665,4887,16674,332,34163,0,0,0,3235,4064,0,2777,6598,0,5891,28272
2001,2,4,0,1,18625,1294,4665,11347,38716,0,0,8726,0,0,2746,3962,9627,0,22381,0,0,0
2001,2,4,0,2,19003,711,6727,4494,15334,451,46408,0,0,0,3472,3194,0,0,8668,1251,9570,35587
2001,2,4,0,2,11287,711,6727,22057,75258,0,0,0,5953,6338,12047,6433,0,0,56778,0,0,0
2001,2,4,0,2,11287,711,6727,14120,48177,0,0,3605,3127,1761,3506,7945,0,0,36726,0,0,0
2001,3,5,4,2,38392,4151,224,42560,145215,0,0,9890,2301,5994,20941,40734,19449,3253,60838,0,0,0
2001,3,5,4,2,38392,2628,1061,18968,64719,0,0,3448,1384,2231,4950,13178,9353,4566,32672,0,0,0
2001,3,6,0,2,26998,1315,3649,20564,70164,0,0,3106,0,0,12972,4459,5787,28016,18930,0,0,0
2001,3,6,0,2,26998,1315,3649,13461,45929,0,0,4582,0,0,2383,4870,7282,9686,21708,0,0,0
2001,3,6,0,5,13499,1626,3836,13845,47239,0,0,0,0,4966,4597,7957,8416,10861,15408,0,0,0
2001,3,7,0,4,52484,2502,1562,7893,26931,0,0,2072,0,0,2802,8182,4372,4647,6928,0,0,0
2001,4,8,0,2,12948,3509,1692,5092,17375,162,16706,0,0,0,4395,2595,0,4545,5840,6037,10669,0
2001,4,8,0,2,11726,3509,1692,9710,33131,144,14818,0,0,0,8831,0,0,8775,15525,5258,9560,0
2001,4,8,0,3,21144,2255,2686,17258,58884,1676,172460,2955,4383,0,11258,0,0,0,47626,75062,0,97398
2001,4,8,0,2,17021,2255,2686,9712,33137,674,69355,2379,1633,6190,12400,0,0,1295,19442,4175,12180,53000
2001,4,9,0,2,10564,4912,0,17758,60591,0,0,2792,0,0,15606,3731,12178,0,29076,0,0,0
2001,3,6,0,2,13499,1269,4047,17353,59208,0,0,2349,0,5383,3481,7257,7125,20877,20468,0,0,0
2001,3,6,0,2,13499,1269,4047,17149,58512,0,0,2832,1944,0,3273,8769,10637,14289,21544,0,0,0
2001,3,6,0,2,26998,1269,4047,17116,58400,0,0,4151,3600,0,3302,7203,14196,12844,20855,0,0,0
2001,3,6,0,2,26031,1269,4047,21221,72406,0,0,5023,4356,0,12173,13185,14391,1598,31059,0,0,0
2001,3,6,0,5,14906,1269,4047,16525,56383,0,0,0,0,0,7726,8802,9257,18698,11900,0,0,0
2001,3,6,0,2,13499,1269,4047,20590,70253,0,0,4602,0,2333,4738,7097,8272,25570,24576,0,0,0
2001,3,6,0,2,14499,1269,4047,22007,75088,0,0,8796,0,7965,6797,5940,13658,4657,44036,0,0,0
2001,3,6,0,2,13499,1206,3568,17564,59928,0,0,3642,1827,1827,2784,10246,10152,15206,21540,0,0,0
2001,3,7,3,2,23222,2916,2022,11111,37911,705,72545,0,0,8306,4506,10271,0,0,23134,12683,21402,38460
2001,4,8,0,5,11466,905,5566,11608,39606,0,0,0,0,0,2880,2123,10508,13338,10757,0,0,0
2001,1,1,0,2,32819,671,5978,5276,18002,1192,122657,0,1894,0,6882,501,0,0,10619,8746,23058,90853
2001,1,2,0,5,24084,1225,4148,3713,12669,26,2702,0,0,0,4604,2132,0,0,5933,2702,0,0
2001,1,2,0,2,21811,1070,4484,6501,22183,1164,119742,0,0,0,2116,7035,0,0,13032,10735,19013,89994
2001,3,5,0,2,28914,1420,3047,14852,50675,643,66165,4634,1860,4960,8604,12349,0,0,29722,0,24511,41654
2001,3,5,0,2,28914,1420,3047,14652,49993,735,75632,2496,0,0,4458,15165,0,0,30370,0,29470,46162
2001,3,5,0,2,31927,1420,3047,8044,27446,618,63577,0,1224,0,3787,9260,0,0,14399,6958,12136,44483
2001,3,5,0,4,29754,1105,4364,17290,58994,0,0,0,1997,0,3268,7191,10927,18469,19139,0,0,0
2001,3,5,4,2,46968,3494,516,12657,43186,0,0,2755,770,0,7293,9652,3630,2604,20007,0,0,0
2001,3,5,4,2,30233,3675,421,29988,102319,0,0,5000,2508,0,16510,30276,10979,3651,40903,0,0,0
2001,4,9,2,5,23856,446,1539,6366,21721,50,5109,0,0,0,0,1431,9925,2790,7575,5109,0,0
2001,4,9,0,1,17397,106,4670,7188,24525,0,0,0,0,0,3893,0,6652,2855,11125,0,0,0
2001,4,9,0,5,29691,106,4670,3919,13371,0,0,0,0,0,1501,0,2439,6947,2484,0,0,0
2001,4,9,0,5,29691,106,4670,3167,10805,0,0,0,0,0,1083,0,1979,5663,2080,0,0,0
2001,4,9,0,5,26889,106,4670,5523,18844,0,0,0,0,0,1540,0,3979,7234,6091,0,0,0
