Unique identifier for each respondent,Census Region,Census Division,Reportable states and groups of states,Type of housing unit,Final sample weight,"Heating degree days in 2009, base temperature 65F","Cooling degree days in 2009, base temperature 65F","Total Site Electricity usage, in kilowatt-hours, 2009","Total Site Electricity usage, in thousand BTU, 2009","Total Natural Gas usage, in hundred cubic feet, 2009","Total Natural Gas usage, in thousand BTU, 2009","Electricity usage for other purposes (all end-uses except SPH, COL, WTH, and RFG), in thousand BTU, 2009","Electricity usage for refrigerators, in thousand BTU, 2009","Electricity usage for air-conditioning, central and window/wall (room), in thousand BTU, 2009","Electricity usage for water heating, in thousand BTU, 2009","Electricity usage for space heating, in thousand BTU, 2009","Natural Gas usage for other purposes (all end-uses except SPH and WTH), in thousand BTU, 2009","Natural Gas usage for water heating, in thousand BTU, 2009","Natural Gas usage for space heating, in thousand BTU, 2009"
10371,3,5,17,3,4157.19,686,3580,18675,63719,0,0,23675.57,4146.93,21703.76,9343.68,4849.07,0,0,0
10372,1,2,3,5,10731.45,5374,593,3073,10485,32,3280,8694.03,1122.12,668.85,0,0,3280,0,0
10373,3,5,16,2,14549.08,3264,1596,13785,47034,0,0,21347.83,4824.95,5548.7,7234.53,8078,0,0,0
10374,2,3,6,2,16847.45,5573,686,11351,38730,823,84358,32687.19,2475.2,3567.61,0,0,0,25390.22,58967.78
10375,2,4,12,2,2778.26,4814,1156,9933,33891,703,72058,28206.45,2468.2,2183.27,0,1033.08,10570.55,17147.99,44339.46
10376,1,2,4,2,12550.17,5555,709,9441,32213,1231,126178,23735.84,5762.97,1373.03,0,1341.16,11542.53,38496.26,76139.21
10377,3,5,13,2,10616.05,4560,1216,9715,33148,767,78618,21699.39,5039.78,6408.83,0,0,0,26113.56,52504.44
10378,4,10,27,1,18770.16,8573,443,21293,72652,0,0,23777.39,4906.29,447.32,10176.93,33344.08,0,0,0
10379,4,9,24,2,9539.45,1015,4465,33878,115592,1626,166665,85466.44,18360.77,0,0,11764.79,29163.43,101864.41,35637.17
10380,1,1,1,4,6356.48,6174,480,1871,6384,1105,113263,5164.41,1219.59,0,0,0,4614.56,43863.12,64785.31
10381,2,3,7,2,18273.43,5239,893,6675,22775,788,80770,15493.5,5297.37,1984.13,0,0,0,13669.96,67100.04
10382,3,7,21,3,5348.03,2051,2832,6130,20916,121,12403,7484.24,2618.96,2421.43,0,8391.37,0,12403,0
10383,1,2,3,2,7834.5,7891,245,7841,26753,0,0,17858.05,2293.06,0,6601.9,0,0,0,0
10384,2,4,11,2,4343.27,4650,1226,16015,54643,0,0,20463.21,3922.56,7367.75,9119.61,13769.86,0,0,0
10385,3,6,18,2,11362.76,1734,2528,25850,88200,0,0,35904.99,5807.1,22638.93,11358.45,12490.54,0,0,0
10386,1,2,4,2,15489.58,4991,803,13853,47266,1636,167690,27259.1,6358.34,0,13648.56,0,60564.41,0,107125.59
10387,2,4,10,1,8586.65,10336,44,6241,21294,0,0,10455.58,1975.81,0,7265.98,1596.63,0,0,0
10388,1,1,2,2,4197.34,6475,553,5500,18766,585,59963,13790.53,2994.67,509.51,0,1471.29,7224.56,15179.34,37559.1
10389,3,7,21,3,6463.72,1276,3374,6172,21059,668,68470,7658.19,1183.57,12217.24,0,0,11465.6,22136.5,34867.91
10390,3,5,16,5,17909.78,1734,2304,9205,31407,31,3178,5235.51,4124.69,6289.7,7523.18,8233.92,3178,0,0
10391,3,7,21,2,9979.94,1167,3303,10660,36372,282,28905,16540.23,4054.18,15185.99,0,591.61,2314.3,11743.08,14847.63
10392,3,7,21,2,7033.04,2151,2607,17966,61300,0,0,29891.47,6008.48,0,15045.86,10354.18,0,0,0
10393,1,2,3,2,9610.9,5624,615,16647,56800,0,0,41687.25,4734.45,2846.19,7532.11,0,0,0,0
10394,3,5,13,4,9025.55,4504,1113,7434,25365,0,0,10570.81,2319.68,1963.26,4365.64,6145.6,0,0,0
10395,3,7,21,2,7133.12,2091,2774,18808,64173,1222,125255,32074.52,4302.09,20289.54,0,7506.84,31241.3,94013.7,0
10396,4,10,26,2,7264.47,1163,608,10151,34635,436,44690,25490.74,6098.96,2439.61,0,605.69,8073.37,17494.78,19121.85
10397,3,5,17,2,8087.75,1177,2809,13555,46250,0,0,22140.65,3261.94,9513.4,5120.89,6213.13,0,0,0
10398,3,7,20,2,12984.84,2972,1849,22341,76227,0,0,36081.76,3533.7,12762.27,9740.9,14108.37,0,0,0
10399,4,8,22,3,15164.02,6134,384,3135,10697,559,57298,6919.34,3777.66,0,0,0,1501.9,5354.62,50441.49
10400,2,3,7,5,20093.3,6009,709,7513,25634,0,0,3887.06,1990.31,1428.77,6369.87,11957.99,0,0,0
10401,4,10,26,4,7196.64,807,1703,2303,7858,239,24498,5621.28,2236.72,0,0,0,11295.61,4027.14,9175.24
10402,1,2,3,2,7122.72,5935,641,8124,27719,0,0,15809.96,1743.73,0,10165.31,0,0,0,0
10403,2,3,6,2,19177.04,6609,493,11516,39293,1173,120233,33161.27,3568.86,2562.87,0,0,25169.3,27420.72,67642.98
10404,3,5,15,2,7348.35,3513,1353,11851,40436,308,31570,20507.13,2151.81,7034.99,0,10742.08,8832.62,22737.38,0
10405,3,7,21,2,7756.87,2463,2477,17171,58587,968,99220,35394.1,4149.73,19043.17,0,0,16493.32,31131.54,51595.14
10406,3,5,13,5,12060.17,4179,1407,6768,23092,352,36080,7787.05,3543.95,4563.75,7197.25,0,2110.37,0,33969.63
10407,4,10,26,2,8393.98,2180,388,5862,20001,257,26343,15876.37,4124.63,0,0,0,3956.01,7339.87,15047.11
10408,3,6,19,4,8555.86,3879,1350,15826,53998,0,0,23420.69,3724.74,3181.46,9811.06,13860.06,0,0,0
10409,4,10,27,4,12746.76,4463,397,11238,38344,0,0,14702.41,3832.27,0,7671.83,12137.49,0,0,0
10410,3,7,21,2,12659.75,2709,2460,13901,47430,0,0,16352.56,3413.85,13337.03,6471.27,7855.29,0,0,0
10411,2,4,12,2,2778.26,4424,1455,12841,43813,896,91841,24906.28,7410.06,11496.66,0,0,16655.88,22518.06,52666.56
10412,2,4,10,2,4697.21,8192,424,10299,35140,845,86613,22678.08,5523.31,778.78,0,6160.11,13354.01,17130.34,56128.65
10413,3,6,18,2,9713.22,1787,2716,15908,54278,0,0,23725.48,2660.59,14246.09,8591.68,5054.17,0,0,0
10414,3,6,18,2,23239.75,2031,2245,17587,60007,0,0,22121.39,6275.87,14715.03,7494.37,9400.34,0,0,0
10415,3,5,14,1,23897.05,5294,821,18166,61982,0,0,26305.08,6146.05,3018.42,8900.44,17612.01,0,0,0
10416,4,10,26,2,7503.02,2656,718,5801,19793,578,59245,14206.71,3710.26,1876.03,0,0,0,23857.22,35387.78
10417,2,4,11,2,4224,5173,1070,14243,48597,766,78515,31575.15,9165.42,5997.85,0,1858.58,0,18302.51,60212.49
10418,4,10,26,2,7503.02,2688,700,13727,46837,524,53710,38580.85,6331.55,525.75,0,1398.85,3329.32,20631.92,29748.76
10419,3,7,21,2,6867.14,2338,2469,11390,38863,640,65600,12122.95,2448.11,13594.4,5966.32,4731.21,65600,0,0
10420,3,5,16,2,14948.34,3008,1760,19464,66411,0,0,39530.32,4315.94,11198.44,10202.61,1163.7,0,0,0
10421,3,7,20,3,13550.13,1080,3459,7944,27105,485,49713,15289.98,2818.41,6271.81,0,2724.79,0,17756.39,31956.61
10422,2,3,6,2,17712.15,6917,336,57562,196402,0,0,109179.86,15647.02,7648.82,19773.02,44153.29,0,0,0
10423,3,6,18,2,12629.23,4098,1336,7798,26607,586,60065,16405.11,4381.18,5820.71,0,0,3991.23,14735.15,41338.62
10424,3,6,18,2,9713.22,1858,2608,16898,57656,0,0,23618.29,3786.24,18874.53,6038.37,5338.57,0,0,0
10425,1,2,3,5,7715.6,4657,1061,3896,13293,106,10865,9419.18,2568.64,1305.18,0,0,10865,0,0
10426,3,5,17,2,8187.63,565,3709,7342,25051,0,0,13373.34,2450.86,590.95,6475.8,2160.06,0,0,0
10427,3,7,21,2,9828.09,540,4037,5380,18357,376,38540,9376.34,1807.62,7173.04,0,0,2447,19380.69,16712.31
10428,3,5,17,2,7676.02,244,4205,24099,82226,0,0,29384.74,5879.58,39032.29,4676.68,3252.71,0,0,0
10429,1,2,3,2,7122.72,5900,543,13945,47580,25,2563,36285.88,9401.06,1893.07,0,0,2563,0,0
10430,4,10,27,2,9263.27,5670,160,25543,87153,0,0,46102.08,5399.38,0,14634.27,21017.27,0,0,0
10431,2,3,7,2,16186.34,5350,887,10973,37440,1228,125870,32154,3089.14,2196.85,0,0,0,41005.64,84864.36
10432,3,5,17,3,5561.03,141,4555,16503,56308,0,0,21055.43,4206.51,25789.52,3417.12,1839.42,0,0,0
10433,1,2,4,2,15489.57,5034,790,4224,14412,777,79643,11472.85,2370.15,569,0,0,7274.38,24423.07,47945.55
10434,4,8,23,3,6692.94,5700,1145,5490,18732,121,12403,8435.13,2111.43,0,0,8185.44,0,12403,0
10435,3,5,17,4,6684.19,483,3919,9075,30964,0,0,10247.66,1962.73,7311.61,6993.15,4448.86,0,0,0
10436,1,2,5,3,12745.64,4830,1146,16341,55755,0,0,14576.65,4626.66,2854.8,16744.38,16952.52,0,0,0
10437,1,1,2,3,3049.41,5995,578,6055,20660,1060,108650,15293.6,3604.16,1762.25,0,0,18412.03,25350.74,64887.24
10438,3,6,19,2,10046.69,3327,1820,13642,46547,640,65600,23969.19,3797.9,17461.41,0,1318.5,2504.13,22870.3,40225.57
10439,4,9,24,5,10807.79,840,4808,11969,40838,0,0,9073.95,3674.51,15448.95,7299.36,5341.23,0,0,0
10440,4,10,27,2,10270.81,716,389,3119,10642,0,0,6246.23,839.52,0,3556.25,0,0,0,0
10441,3,5,16,2,14918.46,3141,1632,14601,49818,0,0,21983.05,3667.31,6534.34,9495.86,8137.73,0,0,0
10442,3,7,21,2,10506.98,1291,3082,20816,71024,260,26650,36129.55,8957.12,25937.33,0,0,1545.95,10561.08,14542.97
10443,3,5,17,2,5878.4,1042,3253,13195,45021,0,0,26903.86,3698.55,5212.56,7104.4,2101.63,0,0,0
10444,3,5,16,2,14918.45,2389,2204,22731,77558,0,0,31458.14,4592.17,13843.29,17995.98,9668.43,0,0,0
10445,4,10,26,4,6113.88,758,1760,5152,17579,121,12403,13012.41,4566.59,0,0,0,0,12403,0
10446,2,3,6,2,16137.47,7021,431,10629,36266,1230,126075,29138.19,2609.42,2607.67,0,1910.72,17383.92,27154.56,81536.51
10447,3,5,13,2,10310.21,4635,1191,15961,54459,0,0,31580.06,6355.42,4511.31,12012.21,0,0,0,0
10448,2,3,9,2,7960.93,7611,477,6566,22403,772,79130,12736.42,1989.29,223.49,7453.81,0,0,0,79130
10449,3,5,17,3,6725.7,828,3158,6076,20731,0,0,8702.82,2824.25,2806.26,3480.85,2917.1,0,0,0
10450,4,10,26,4,6491.07,726,2036,4234,14446,105,10763,7008.57,4630.85,0,0,2806.59,0,10763,0
10451,3,6,18,2,10560.97,2586,1985,6174,21066,440,45100,7918.56,1288.7,6170.4,4886.28,802.07,5075.39,0,40024.61
10452,3,5,16,2,16772.53,3214,1657,15299,52200,110,11275,25213.21,2601.83,5755.28,7097.22,11532.46,0,0,11275
10453,4,10,26,5,7727.97,817,1428,3137,10703,119,12198,8443.04,1530.93,729.03,0,0,0,12198,0
10454,3,6,18,2,13501.6,4645,1051,11337,38682,8,820,22445.68,10556.4,3551.07,0,2128.86,0,228.4,591.6
10455,1,2,3,2,7742.86,4757,860,4867,16606,66,6765,8612.96,6740.63,1252.41,0,0,6765,0,0
10456,3,7,20,2,12984.84,4105,1266,15124,51603,913,93583,19005.26,3214.07,7228.75,9820.95,12333.99,0,0,93583
10457,2,4,11,4,6062.96,6143,919,4397,15003,435,44588,5794.67,3125.32,684.08,0,5398.94,3820.82,5448.83,35318.35
10458,1,1,1,2,11617.03,6778,367,6321,21567,0,0,19383.98,2032.11,150.91,0,0,0,0,0
10459,2,4,12,2,3242.22,4915,1135,6766,23086,647,66318,14914.63,3193.39,3039.33,0,1938.66,2104.43,19319.46,44894.11
10460,4,10,27,2,11655,5710,197,16229,55373,1090,111725,49880.34,5492.66,0,0,0,0,27364.98,84360.02
10461,1,2,3,5,14374.98,4776,871,2843,9700,0,0,5903.23,1367.52,2429.26,0,0,0,0,0
10462,2,3,8,2,13175.74,6031,603,6992,23857,1393,142783,19239,1989.72,718.08,0,1910.21,23138.82,29821.81,89822.37
10463,3,5,13,5,10279.74,4427,1281,6628,22615,119,12198,7319.53,1376.58,3141.47,0,10777.43,3320.16,8877.84,0
10464,4,10,27,2,11655,4763,233,7621,26003,903,92558,23818.92,2183.62,0,0,0,0,29873.88,62684.12
10465,4,9,24,2,9539.46,1337,3538,9297,31721,0,0,12582.37,2825.86,10642.88,3599.05,2070.86,0,0,0
10466,2,4,12,2,2993.34,4063,1327,8154,27821,0,0,15933.86,1816.56,1714.41,8356.18,0,0,0,0
10467,2,4,10,2,4905.89,7805,502,8345,28473,0,0,17591.67,2738.94,706.09,7436.31,0,0,0,0
10468,3,5,13,5,9433.48,4105,1434,8000,27296,312,31980,15953.55,1400.41,4389.28,5552.77,0,5640.89,0,26339.11
10469,1,2,3,2,7122.72,5610,619,15711,53606,0,0,43825.33,3910.79,5869.89,0,0,0,0,0
10470,2,3,8,1,19109.51,7495,257,21465,73239,0,0,41291.15,5953.21,253.7,25740.94,0,0,0,0
10471,1,1,1,3,5027.03,5631,662,6078,20738,675,69188,18365.27,1646.15,726.58,0,0,5149.1,17194.19,46844.71
10472,4,8,22,3,3474.34,5398,709,4936,16842,431,44178,12761.94,3274.83,805.23,0,0,0,12665.62,31512.38
10473,4,10,26,2,8393.98,2663,142,6351,21670,389,39873,18746.89,2923.11,0,0,0,11429.16,11780.85,16663
10474,2,3,9,2,10317.95,6623,619,7919,27020,989,101373,21866.68,2678.54,2474.79,0,0,0,28651.12,72721.89
10475,4,10,26,2,8324.53,1052,1092,1962,6694,379,38848,3187.29,3506.71,0,0,0,3644.67,5197.63,30005.7
10476,2,4,12,2,2711.43,5262,926,17519,59775,1120,114800,32249.35,6047.55,8758.52,0,12719.59,0,55736.58,59063.42
10477,4,10,26,5,7423.42,1282,1196,4515,15405,0,0,5496.64,1437.7,0,5997.24,2473.42,0,0,0
10478,4,10,26,4,8979.68,1631,1800,5013,17104,440,45100,8140.11,1975.39,4695.73,0,2292.77,6919.07,14375.89,23805.05
10479,1,1,1,2,8165.39,7155,287,6586,22471,0,0,17750.6,2671.25,0,0,2049.16,0,0,0
10480,3,5,13,5,10279.74,4370,1301,8923,30445,119,12198,12113.65,3583.05,2806.02,0,11942.28,3612.28,8585.73,0
10481,3,6,18,2,11362.76,3496,1403,16104,54947,0,0,27978.53,3838.77,5000.45,9748.25,8381,0,0,0
10482,3,5,16,5,14080.54,3105,1826,6731,22966,0,0,7825.36,2206.09,2528.92,5170.19,5235.44,0,0,0
10483,3,5,13,3,9252.65,4102,1435,14942,50982,113,11583,17516.58,2976.78,8883.5,8897.43,12707.72,11583,0,0
10484,2,4,11,2,4907.81,4651,1459,13779,47014,373,38233,25141.36,4887.32,8058.49,0,8926.84,0,38233,0
10485,3,7,21,2,6905.04,2258,2551,26663,90974,0,0,27013.9,8925.9,25477.54,15911.96,13644.7,0,0,0
10486,3,6,19,2,7549.59,3669,1423,10029,34219,0,0,16967.85,2222.58,2469.98,6642.43,5916.11,0,0,0
10487,2,3,8,2,17260.58,7366,284,5440,18561,0,0,15046.27,1307.6,1181.55,0,1025.58,0,0,0
10488,3,5,17,2,6800.58,349,3886,18355,62627,0,0,26701.29,6184.82,20406.63,6938.85,2395.42,0,0,0
10489,3,7,21,1,10382.89,2480,2391,4052,13825,0,0,4958.22,338.02,3861.34,2693.4,1974.02,0,0,0
10490,3,5,17,2,5991.05,462,3975,16040,54728,0,0,17917.59,4842.92,20950.15,8253.95,2763.39,0,0,0
10491,3,7,20,2,16427.85,2775,1949,17144,58495,0,0,27218.36,5183.93,13102.56,0,12990.16,0,0,0
10492,1,2,3,5,13578.06,4782,869,3345,11413,528,54120,5193.33,4844.41,1375.26,0,0,2299.7,15710.29,36110.01
10493,1,2,3,5,7564.85,6807,389,4190,14296,646,66215,11162.44,2767.58,365.99,0,0,8343.44,14873.13,42998.43
10494,4,9,25,2,12011.81,4179,1071,4623,15774,611,62628,12930.6,2843.28,0,0,0,4398.59,13802.47,44426.94
10495,3,6,18,2,11362.76,3328,1431,22292,76060,237,24293,40794.27,11006.29,10517.98,0,13741.47,0,24293,0
10496,4,10,27,2,7757.7,4881,414,10841,36989,0,0,20002.55,3838,0,13148.46,0,0,0,0
10497,2,3,6,2,16137.47,5777,722,2150,7335,1073,109983,5467.09,1763.86,104.46,0,0,7854.46,26228.08,75900.46
10498,1,1,1,2,8849.86,7157,374,10925,37276,0,0,34098.84,2495.12,682.04,0,0,0,0,0
10499,1,1,1,5,7620.24,6875,397,3272,11164,492,50430,7968.48,3195.53,0,0,0,0,8027.8,42402.2
10500,2,3,7,2,17420.83,6393,407,10530,35928,891,91328,24216.73,10628.09,1083.18,0,0,0,20145.99,71182.01
10501,4,10,27,2,7951.52,26,3836,13812,47127,0,0,36309.93,3732.67,0,7084.4,0,0,0,0
10502,3,6,18,2,9750.45,4080,1621,13264,45257,811,83128,25061.07,4882.5,15313.43,0,0,9071.61,24766.22,49290.17
10503,3,5,17,2,6612.77,646,3498,13997,47758,0,0,26622.46,2722.2,10142.29,4961.53,3309.52,0,0,0
10504,4,10,26,4,7845.59,2876,380,5227,17835,718,73595,15688.99,2146.01,0,0,0,0,34645.96,38949.04
10505,3,5,16,2,14918.46,3122,1642,15654,53411,0,0,27469.06,5735.96,7308.58,5712.87,7184.53,0,0,0
10506,1,1,1,2,6814.27,5878,648,10473,35734,0,0,26613.63,8022.52,1097.86,0,0,0,0,0
10507,4,8,23,2,11330.03,7342,328,11770,40159,1399,143398,27035.04,10007.03,811.74,0,2305.19,7530.23,32224.16,103643.61
10508,3,5,16,3,10717.06,2573,2017,10472,35730,0,0,11822.01,3280.89,5860.11,6220.22,8546.77,0,0,0
10509,2,3,6,5,29412.13,5923,734,3535,12061,32,3280,9544.25,1981.48,535.27,0,0,0,394.32,2885.68
10510,1,1,2,4,4811.74,6093,554,1863,6357,944,96760,4384.22,1757.83,214.95,0,0,15229.28,7836.93,73693.78
10511,3,5,16,2,14025.74,2956,1920,17171,58587,0,0,24203.29,3429.08,11048.83,10009.21,9896.6,0,0,0
10512,4,10,26,2,7169.31,868,1707,3972,13552,294,30135,11243.3,2308.7,0,0,0,3015.8,13427.4,13691.8
10513,1,1,2,2,5334.31,5985,636,6761,23069,1102,112955,20802.9,1736.64,529.45,0,0,12145.57,27510.07,73299.36
10514,4,10,27,2,9263.26,5128,119,14639,49948,0,0,28214.42,3102.11,0,9679.49,8951.99,0,0,0
10515,1,2,4,4,14390.54,4832,853,9787,33393,1222,125255,19838,10004.74,3550.26,0,0,20298.61,37819.91,67136.48
10516,3,6,18,2,9713.22,1909,2511,22114,75453,0,0,37933.09,4935.95,15813.7,10578.09,6192.18,0,0,0
10517,3,5,16,5,15451.89,3002,1891,5884,20076,226,23165,13565.18,1415.65,5095.17,0,0,0,8977.2,14187.81
10518,3,5,17,5,11471.75,652,3408,5771,19691,0,0,5305.84,2717.66,5412.58,3250.9,3004.03,0,0,0
10519,2,4,10,2,4388.98,6000,715,11219,38279,870,89175,22709.53,3070.74,3399.27,0,9099.47,0,51893.85,37281.15
10520,3,6,18,2,12469.42,1595,2701,14481,49409,233,23883,31463.01,4830.08,13115.91,0,0,0,10219.84,13663.16
10521,4,9,24,2,12321.91,997,4645,9407,32097,0,0,8928.95,3494.72,16592.28,3081.05,0,0,0,0
10522,2,3,6,2,19088.85,6410,594,3200,10918,608,62320,7417.75,2219.4,1280.85,0,0,5442.62,13705.1,43172.28
10523,2,3,8,2,14591.87,6820,367,12020,41012,0,0,26480.14,2986.7,0,11545.17,0,0,0,0
10524,1,2,3,4,7553.73,4800,1013,3041,10376,1867,191368,4863.35,5512.65,0,0,0,25020.19,25750.6,140597.22
10525,4,10,26,2,8393.98,2253,339,4226,14419,258,26445,12147.59,2271.41,0,0,0,5446.72,8127.66,12870.61
10526,2,4,10,2,4751.97,8056,425,9066,30933,940,96350,16214.62,5560.07,2447.85,6710.74,0,0,0,96350
10527,2,4,12,3,2702.73,4244,1510,5277,18005,1382,141655,11823.37,1521.12,4660.86,0,0,8283.47,45247.89,88123.64
10528,4,9,25,3,9367.36,2011,3605,9001,30711,0,0,7158.52,3595.18,7643.91,4616.56,7696.83,0,0,0
10529,2,4,11,2,4224,5292,1045,9716,33151,634,64985,24251.59,1882.19,5918.58,0,1098.65,0,14762.86,50222.14
10530,1,2,3,2,9736.6,4684,1028,2416,8243,35,3588,6077.46,1616.53,549.02,0,0,3588,0,0
10531,4,9,24,2,9539.45,1174,4436,11505,39255,0,0,18361.05,3091.48,10084.24,5194.47,2523.77,0,0,0
10532,2,4,10,5,6792.34,6500,602,3313,11304,403,41308,6459.9,4201.95,642.15,0,0,0,6606.65,34701.35
10533,2,4,10,1,7088.75,9073,398,8178,27903,761,78003,20632.21,3759.84,586.48,0,2924.48,5347.65,23754.71,48900.63
10534,4,10,26,3,5026.78,2653,193,3788,12925,0,0,5716.55,1055.96,0,3256.65,2895.84,0,0,0
10535,2,3,7,5,21050.87,5844,585,4912,16760,427,43768,12259.77,2517.83,1982.4,0,0,2117.52,12578.34,29072.14
10536,3,7,21,2,10205.91,1798,3027,10254,34987,412,42230,9969.3,3647.39,21370.3,0,0,5074.61,12778.41,24376.98
10537,3,7,21,2,7009.47,1522,2968,10686,36461,0,0,8148.32,3988.47,14417.75,8101.12,1805.35,0,0,0
10538,3,7,20,1,48119.33,3465,1570,18703,63815,0,0,31610.46,4084.45,9576.34,7957.57,10586.18,0,0,0
10539,2,3,8,2,13398.59,6043,639,7369,25143,0,0,17410.76,2266.63,721.8,4743.81,0,0,0,0
10540,3,7,21,2,12991.59,1406,3896,13747,46905,192,19680,27456.65,6451.26,0,12997.09,0,10929.47,0,8750.53
10541,4,10,27,5,13757.86,4853,266,5629,19206,0,0,8506.51,2189.4,0,2982.91,5527.18,0,0,0
10542,4,10,26,5,6900.46,1392,1272,1045,3566,51,5228,1258.83,1813.5,493.67,0,0,2080.72,3147.29,0
10543,3,7,21,2,7009.47,1627,3089,3845,13119,0,0,5718.77,1449.95,5950.28,0,0,0,0,0
10544,1,1,1,2,5639.39,8702,236,6961,23751,0,0,18648.54,4120.63,981.84,0,0,0,0,0
10545,3,5,15,2,6506.71,3111,1685,13250,45209,1003,102808,17861.67,6353.48,17316.2,0,3677.65,14492.98,37009.05,51305.97
10546,2,4,12,2,2778.26,4168,1537,18359,62641,1458,149445,30778.58,7801.96,24060.46,0,0,10190.53,31019.7,108234.78
10547,1,1,1,2,5629.1,6877,346,8897,30357,0,0,21158.46,2393.79,0,6804.75,0,0,0,0
10548,4,10,26,2,7503.02,2634,730,10340,35280,852,87330,28331.28,5754.58,0,0,1194.14,0,34429.81,52900.19
10549,3,5,16,2,20929.93,1674,2389,4605,15712,437,44793,6532.94,3219.55,5959.52,0,0,6382.75,4551.19,33859.06
10550,3,6,19,2,8620.52,3410,1593,13648,46567,369,37823,37168.28,4047.06,3219.04,0,2132.63,0,10491.8,27331.2
10551,3,6,18,4,8978.73,4146,1318,6080,20745,218,22345,8448.9,2604.24,788.38,0,8903.49,8335.62,14009.38,0
10552,2,4,12,4,4078.01,5268,923,6963,23758,0,0,8382.25,1918.15,2211.98,3698.31,7547.3,0,0,0
10553,4,10,26,2,7169.31,1396,1293,6529,22277,498,51045,17033.69,3471.63,1771.67,0,0,15792.43,14361.09,20891.48
10554,4,10,26,2,7169.31,1312,1661,14082,48048,420,43050,29200.94,11246.98,7600.07,0,0,3913.53,16244.3,22892.16
10555,3,7,21,2,7718.02,2265,2478,6936,23666,252,25830,12582.65,2511.97,8571.37,0,0,2848.59,8345.31,14636.11
10556,4,8,23,2,11330.02,5818,783,14010,47802,564,57810,41456.83,6345.17,0,0,0,0,16604.13,41205.87
10557,2,3,6,2,16137.46,5791,718,10712,36549,875,89688,28425.07,2435.81,4082.57,0,1605.54,13106.76,23291,53290.25
10558,3,6,18,2,11079.64,5197,905,4975,16975,910,93275,15904.16,1070.84,0,0,0,7018.31,13209.17,73047.52
10559,2,3,7,2,14727.35,6368,414,13094,44677,924,94710,38230.43,3926.43,2520.14,0,0,0,30715.43,63994.57
10560,4,10,26,5,7326.18,848,2102,2464,8407,177,18143,4660.76,2015.19,1731.05,0,0,7545.82,10597.18,0
10561,1,2,3,2,7232.63,4970,856,10286,35096,1131,115928,22480.7,9229.48,3385.82,0,0,6101.05,39627.2,70199.75
10562,4,10,27,2,9007.73,4868,419,20421,69676,0,0,40208.22,5467.63,0,20906.42,3093.74,0,0,0
10563,4,8,23,2,11330.03,7317,333,15534,53002,644,66010,34085.42,3999.81,1846.66,13070.11,0,0,0,66010
10564,3,7,20,2,34738.57,3372,1610,18901,64490,0,0,33819.08,5745.98,3816.08,21108.87,0,0,0,0
10565,3,5,16,5,16838.06,3115,1820,5781,19725,0,0,6052.84,2264.86,3397.87,3064.52,4944.91,0,0,0
10566,4,10,27,1,8640.83,5002,337,27942,95338,0,0,41708.98,6974.98,4721.36,17741.03,24191.65,0,0,0
10567,3,7,21,2,7756.87,2540,2383,8947,30527,864,88560,22410.67,3539.24,4577.09,0,0,0,34324.39,54235.61
10568,4,10,26,3,2767.96,1121,650,3593,12259,289,29623,7796.74,4160.34,301.92,0,0,4577.4,11207.61,13838
10569,4,10,26,3,2767.96,1129,642,5040,17196,329,33723,12867.17,4328.83,0,0,0,11481.81,11278.57,10962.63
10570,4,10,26,3,6691.67,1270,1156,3334,11376,186,19065,8442.73,2252.12,681.15,0,0,1064.4,6261.68,11738.91
10571,1,2,3,5,7526.24,4623,1047,3721,12696,410,42025,7687.21,4281.7,727.09,0,0,4612.5,8721.08,28691.41
10572,4,10,26,2,7305.36,1163,1914,4842,16521,150,15375,8452.5,2174.8,4741.12,0,1152.58,3390.25,6464.9,5519.86
10573,2,4,10,2,6808.82,8102,404,8724,29766,0,0,18252.78,2795.99,0,6675.35,2041.88,0,0,0
10574,4,8,22,2,4912.4,5841,608,9778,33363,1043,106908,23641.51,4877.63,4843.39,0,0,7939.27,30906.93,68061.81
10575,2,4,12,2,2894.87,4970,996,26079,88982,504,51660,51557.89,9963.07,7210.84,16185.21,4064.99,20380.42,0,31279.58
10576,3,6,19,3,8734.96,3307,1644,9516,32469,324,33210,12873.87,4824.23,5433.73,9337.16,0,0,0,33210
10577,4,10,26,2,8969.62,7515,77,12010,40978,1169,119823,25999.15,4862.65,0,10116.2,0,17214.02,30226.71,72382.27
10578,3,5,13,3,8222.25,4711,864,8626,29432,315,32288,18225.44,4502.57,6703.98,0,0,2891.25,9539.42,19857.33
10579,4,9,24,1,10666.07,2522,2180,16311,55653,783,80258,34388.34,8425.3,11382.09,0,1457.27,17086.73,26859.61,36311.66
10580,4,10,27,2,10270.16,5240,185,13438,45850,782,80155,41330.36,4519.64,0,0,0,4227.9,22776.66,53150.44
10581,3,6,19,2,9170.44,3202,1794,21743,74187,245,25113,35396.06,5893.11,23245.71,0,9652.12,0,25113,0
10582,4,10,26,2,7537.76,2534,1342,9349,31899,558,57195,23960.23,3778.27,2905.04,0,1255.46,11741.84,20953.83,24499.33
10583,2,3,6,5,22756.58,6510,545,5734,19564,440,45100,12267.14,4547.22,2749.64,0,0,2808,9859.77,32432.23
10584,2,4,11,5,6920.85,4628,1346,9302,31738,0,0,8867.91,3820.02,596.21,7255.92,11197.94,0,0,0
10585,4,10,26,5,8506.67,842,1393,1713,5845,103,10558,2536.2,983.91,362.95,1961.93,0,10558,0,0
