Survey Year,Census Region,Census Division,Four Largest States,Type of Home  (Respondent answer),The Final Weight,Heat Deg-Days: Base65 01 TO 12-2005 (Inoculated),Cool Deg-Days: Base65 01 TO 12-2005 (Inoculated),Kilowatt Hours Of Electricity Used,Electric Annual Use In Thousands of BTU,CCFS (Hundred Cubic Feet) Of Natural Gas,Natural Gas Annual Use In Thousands Of BTU,Electric Dryer Use (Estimated) in Thousands of BTU,Electric Dishwasher Use (Estimated) in Thousands of BTU,Electric Freezer Use (Estimated) in Thousands of BTU,Electric Refrigerator Use (Estimated) in Thousands of BTU,Electric Cooking or Use (Estimated) in Thousands of BTU,Electric AC Use (Estimated) in Thousands of BTU,Electric Water Heat Use (Estimated) in Thousands of BTU,Electric Space Heat Use (Estimated) in Thousands of BTU,Electric Appliance Use (Estimated) in Thousands of BTU,Natural Gas Appliance Use (Estimated) in Thousands of BTU,Natural Gas Water Heat Use (Estimated) in Thousands of BTU,Natural Gas Space Heat Use (Estimated) in Thousands of BTU
1997,4,9,0,2,11987,5069,103,13760,46949,386,39642,4436,3593,1793,3387,2536,0,0,0,43562,0,16863,22779
1997,4,9,2,2,27699,970,1221,11272,38460,700,71890,0,354,8804,7233,0,5618,0,0,25609,12567,30824,28499
1997,1,2,0,2,10198,6346,477,7105,24242,0,0,0,0,2487,6677,1647,0,0,0,17565,0,0,0
1997,4,9,2,2,22159,1172,1003,6673,22768,588,60388,0,1809,0,2961,0,0,0,4904,14903,16052,44336,0
1997,3,7,3,2,11411,4141,1724,8653,29524,532,54636,0,0,3814,6536,0,7363,0,0,15625,9039,11249,34348
1997,4,9,2,2,16619,1203,1589,6092,20786,232,23826,0,0,0,5071,864,0,0,4347,11368,8327,15499,0
1997,3,7,3,2,18805,1761,3021,20810,71004,346,35534,3161,370,5502,7437,2038,20768,0,11327,31472,0,18330,17204
1997,4,9,0,2,29968,3940,465,6726,22949,1131,116144,3133,457,0,3080,1472,0,0,0,19869,0,34069,82075
1997,1,2,1,2,19477,7001,304,3979,13576,1926,197800,0,1168,0,1597,1004,0,0,0,11979,4560,42674,150566
1997,2,3,0,2,14991,6203,663,15074,51432,0,0,0,400,2886,6091,644,2734,3936,23906,14765,0,0,0
1997,2,4,0,2,14064,4706,1427,6189,21117,998,102495,2042,0,0,3868,1372,1886,4843,0,10520,0,0,102495
1997,3,7,3,2,24722,2408,2578,15967,54479,609,62544,4997,3259,3901,6146,3359,14869,0,0,33464,0,25847,36697
1997,1,2,1,5,74274,6759,366,2287,7803,450,46215,1443,210,0,1376,339,848,0,0,5579,0,17971,28244
1997,3,7,0,5,16904,1787,2372,4477,15276,0,0,0,287,0,2948,462,2365,2977,1499,5487,0,0,0
1997,4,9,0,1,7893,6678,432,20562,70157,0,0,3694,0,0,2685,4309,0,18615,20866,27991,0,0,0
1997,2,3,0,2,35852,6166,529,12002,40950,1632,167574,3259,2638,1741,5394,1862,0,0,973,34583,35395,26682,105497
1997,4,9,2,5,16010,727,1902,10892,37164,0,0,0,0,0,3351,1364,5174,11860,2287,14492,0,0,0
1997,1,1,0,2,8956,5932,473,15562,53097,0,0,2426,284,1281,2142,1563,3989,9883,16561,20522,0,0,0
1997,2,3,0,2,17001,8231,319,10516,35881,0,0,1354,198,0,4073,551,655,4102,14924,12127,0,0,0
1997,1,1,0,2,6720,7375,319,3783,12908,0,0,0,0,0,2671,0,0,0,0,10237,0,0,0
1997,3,5,0,2,33441,3919,1488,11372,38801,1934,198622,0,0,7023,3769,2953,7420,0,0,27612,0,30338,168284
1997,1,2,0,3,38338,5355,720,4726,16125,651,66858,0,495,0,3585,0,2365,0,0,10175,8536,19293,39029
1997,1,1,0,2,9768,8221,283,11034,37648,0,0,3983,2361,1287,2883,2824,621,0,0,34144,0,0,0
1997,2,3,0,2,27767,6451,545,7547,25750,1213,124575,3113,454,1840,3686,1034,0,0,0,22064,0,23585,100990
1997,3,6,0,2,12105,3454,1288,27888,95153,0,0,3662,3254,6237,9102,3354,11797,12796,22899,38559,0,0,0
1997,1,1,0,2,7688,7867,281,3952,13484,0,0,0,0,0,3305,945,0,3876,0,6303,0,0,0
1997,3,6,0,1,11672,3153,1643,14149,48276,0,0,0,0,0,6412,0,7723,13544,4226,16371,0,0,0
1997,4,9,2,3,11008,2010,639,3111,10614,647,66453,0,0,862,1537,0,0,0,0,9077,9518,34927,22008
1997,4,8,0,2,26430,5878,532,9056,30899,914,93868,4594,537,2784,2512,2275,2422,0,0,25965,0,23002,70866
1997,1,2,1,5,12356,4969,796,1940,6619,56,5764,0,0,0,1350,0,0,0,0,5269,5764,0,0
1997,1,2,1,3,26836,6842,345,3067,10465,1536,157741,0,0,0,2823,0,0,0,0,7642,6291,28211,123239
1997,3,5,0,2,31141,4083,1040,15907,54275,0,0,0,0,0,3155,1615,2963,8162,21839,18156,0,0,0
1997,2,4,0,2,15256,6806,794,11709,39951,1728,177466,0,2589,8001,9199,0,0,0,1186,29566,10128,21535,145803
1997,3,7,0,1,20548,3049,1915,10348,35307,601,61723,0,415,2584,6714,0,11933,0,1058,15602,7016,13034,41673
1997,4,8,0,2,8118,859,5415,7278,24833,492,50528,0,0,0,4702,0,0,0,0,20131,10045,40483,0
1997,3,6,0,2,11622,4431,1220,25133,85754,0,0,2187,435,7020,4687,1503,11974,9805,31995,27293,0,0,0
1997,2,3,0,2,19833,7062,419,11389,38859,1291,132586,3254,3590,0,3501,2634,2686,0,0,32672,0,30925,101661
1997,2,3,0,4,28108,6170,900,10569,36061,0,0,0,0,0,2516,1771,1841,5275,18759,7670,0,0,0
1997,3,7,3,2,23506,1565,2838,33268,113510,0,0,5906,3851,0,13823,1573,22390,14303,12893,50101,0,0,0
1997,3,5,4,2,19411,328,3567,21338,72805,0,0,3666,2391,0,9105,976,19758,8228,2279,33435,0,0,0
1997,1,2,1,4,13225,6753,521,5852,19967,534,54842,0,0,819,2618,0,916,7672,2685,6076,3372,0,51470
1997,2,4,0,2,17454,8243,724,8107,27661,0,0,2858,0,3066,6530,1856,0,4243,0,16888,0,0,0
1997,4,8,0,2,12114,7684,197,5822,19865,878,90171,1478,294,0,5936,820,0,0,0,13929,0,22705,67466
1997,2,3,0,2,79333,5799,825,16286,55568,2255,231588,0,550,0,13451,1771,9908,0,0,32209,9501,50472,171615
1997,2,3,0,5,16406,5976,973,1921,6554,445,45724,0,0,0,2102,0,1031,0,0,3421,4326,17022,24376
1997,4,8,0,5,6695,1518,3485,6085,20762,0,0,0,0,0,1871,1641,0,8353,1700,8838,0,0,0
1997,3,5,4,5,11887,37,5893,7705,26289,0,0,0,0,0,5696,2152,7729,4324,0,8540,0,0,0
1997,2,4,0,2,14064,4978,1147,30567,104295,0,0,4127,2690,3846,7221,1099,13234,11390,39677,32773,0,0,0
1997,2,4,0,2,23439,4862,1483,10552,36003,888,91198,2254,1470,0,9207,849,8886,0,0,17910,0,29899,61299
1997,2,3,0,2,26560,5716,859,11476,39156,571,58642,0,0,0,12465,1577,4907,0,1118,20666,8230,18608,31804
1997,1,1,0,2,8094,5690,683,14852,50675,0,0,3989,2601,6151,3850,1062,2335,11178,1191,32121,0,0,0
1997,2,3,0,2,27881,5919,903,5131,17507,1354,139056,1944,0,0,4980,0,3199,0,724,8604,4021,12892,122143
1997,1,1,0,2,8064,7824,273,3580,12215,0,0,1242,1377,590,2083,562,0,0,631,9501,0,0,0
1997,2,3,0,2,19833,6465,422,6207,21178,956,98181,0,416,3259,3649,949,2046,0,0,15483,4464,16961,76756
1997,1,1,0,2,13342,5822,733,7722,26347,202,20745,1840,366,2755,3549,2387,1602,0,934,20262,4221,16524,0
1997,1,1,0,2,6720,7214,318,6245,21308,0,0,2442,0,1444,2518,1647,501,0,0,18289,0,0,0
1997,2,3,0,2,24791,6279,843,5523,18844,904,92841,0,481,0,3486,0,1193,0,1228,12937,5373,12312,75156
1997,1,2,1,5,31803,4737,1034,2253,7688,15,1526,0,0,0,2102,0,1666,0,0,3920,1526,0,0
1997,2,4,0,2,13789,5746,1214,13397,45711,1340,137618,4261,3449,1771,3946,1135,10756,1108,0,29901,0,30871,106747
1997,1,1,0,2,23148,6728,369,5512,18807,0,0,1744,0,3407,2761,0,0,3125,0,12921,0,0,0
1997,1,1,0,2,15145,6181,629,11139,38006,1083,111224,0,495,3649,7666,2960,2459,0,1262,26619,0,28644,82580
1997,3,7,0,1,24432,1581,2775,21864,74600,462,47447,0,833,0,7576,0,35420,0,0,31604,5148,18680,23619
1997,2,4,0,1,11220,7182,605,4552,15531,0,0,2545,0,954,1702,0,3486,0,0,10343,0,0,0
1997,4,9,2,2,16818,5870,114,13932,47536,1187,121905,2679,2179,3222,3888,2921,759,12513,0,30376,0,0,121905
1997,4,9,2,2,32964,2820,1533,5540,18902,508,52172,0,282,0,4458,0,5769,0,0,8675,6778,14685,30709
1997,2,4,0,2,13789,5296,1260,9180,31322,1106,113586,3780,1804,0,4885,1478,8773,0,0,17664,0,27083,86503
1997,4,9,2,3,16818,6166,42,3810,12998,1131,116203,0,329,0,2196,750,539,0,0,10263,11482,24818,79903
1997,2,3,0,5,29148,6707,370,4604,15709,2134,219162,0,0,0,4969,0,0,0,0,10740,13447,53246,152469
1997,4,9,2,2,16619,960,1231,8562,29214,333,34199,0,0,0,5523,0,3917,0,0,19774,7943,13145,13111
1997,4,8,0,2,16709,8000,123,10769,36744,0,0,5154,4172,2655,3275,0,0,0,0,33469,0,0,0
1997,2,3,0,2,26445,6505,733,5365,18305,790,81133,0,2026,0,2163,0,1532,0,0,14610,8392,21989,50752
1997,2,4,0,2,11200,5764,784,12430,42411,0,0,4191,0,2576,4729,2239,0,11354,0,26328,0,0,0
1997,2,3,0,2,19833,6593,383,6205,21171,889,91329,0,1708,2398,2757,0,1540,0,0,16874,11191,22292,57846
1997,3,5,0,5,52472,2895,1860,13315,45431,0,0,4168,609,0,4964,1487,3820,10497,4517,21633,0,0,0
1997,1,2,1,5,8006,4846,922,4246,14487,138,14173,0,0,0,1725,0,860,0,2521,9381,14173,0,0
1997,3,6,0,5,9684,3842,1195,10072,34365,0,0,0,0,0,4980,1112,1518,12541,7163,8163,0,0,0
1997,3,5,0,2,17321,3666,1242,10218,34864,580,59566,3321,389,0,5097,1083,7602,0,991,21174,0,19376,40190
1997,4,9,0,2,11599,4813,119,12899,44011,639,65625,3972,579,3224,4775,1320,0,0,0,39236,0,13220,52405
1997,2,4,0,4,15256,8367,533,3831,13071,442,45409,0,0,0,3134,778,625,0,0,9312,0,12497,32912
1997,2,4,0,3,13077,5348,1125,8938,30496,0,0,1736,277,0,2785,630,3014,7375,5560,11762,0,0,0
1997,2,4,0,5,10897,5239,1239,6677,22782,546,56074,0,0,0,3258,2732,2807,0,0,16717,0,31733,24341
1997,4,9,2,4,11864,2193,270,2749,9380,462,47447,0,297,0,4179,0,0,0,0,5201,7086,10545,29816
1997,3,7,0,1,9307,3778,1733,12235,41746,591,60696,3028,441,0,4247,0,10388,9782,0,17329,7646,0,53050
1997,4,9,2,2,34065,2210,520,9058,30906,572,58744,3242,2636,0,7598,1319,0,0,1207,22101,0,24673,34071
1997,3,6,0,2,11337,2672,1715,21167,72222,498,51145,5539,808,6968,9132,3152,9626,0,0,53464,0,11989,39156
1997,3,5,0,1,19795,5094,839,12919,44080,650,66755,6864,0,0,5882,1828,5655,0,0,32543,4382,17001,45372
1997,4,8,0,2,12114,3088,2213,8379,28589,1313,134845,3067,0,0,4418,2044,3634,0,0,20537,0,35766,99079
1997,4,9,0,5,15982,4662,141,8699,29681,0,0,3347,489,0,3918,787,0,4793,9553,11417,0,0,0
1997,3,6,0,2,6918,2504,2111,13514,46110,0,0,0,0,2998,3965,2007,2604,11227,10471,17843,0,0,0
1997,3,7,0,2,29242,1588,2751,13537,46188,0,0,0,435,0,2267,1064,15102,4633,9974,14212,0,0,0
1997,3,6,0,2,12105,1591,2515,46444,158467,0,0,17299,0,7913,7778,5087,17041,33789,22557,77302,0,0,0
1997,1,2,0,3,13571,4751,1052,4844,16528,1181,121289,0,0,0,3359,0,1461,0,0,11708,6017,23203,92069
1997,2,4,0,2,13077,5368,1104,28257,96413,0,0,7082,445,2257,11738,1014,10283,12243,32060,30089,0,0,0
1997,3,6,0,2,13714,4335,1346,12123,41364,1293,132791,0,2708,3158,4030,2305,10066,0,0,27268,10402,30434,91955
1997,4,9,0,1,17047,4324,245,20880,71243,0,0,3423,680,5118,4911,1097,0,6396,30349,29587,0,0,0
1997,3,6,0,2,8637,3344,1417,8633,29456,817,83906,3029,442,4184,3657,712,7009,0,0,18790,0,10175,73731
1997,2,4,0,2,10890,8095,630,11024,37614,0,0,9109,572,4116,5395,3290,2695,0,0,29524,0,0,0
1997,3,5,4,3,23687,832,2904,13252,45216,0,0,3287,2675,0,5652,1173,12659,4783,3390,18732,0,0,0
1997,4,9,2,2,23267,1017,1411,8306,28342,462,47399,0,483,2504,6304,0,4835,0,0,17203,10176,19086,18137
1997,1,1,0,2,10080,7935,265,11392,38870,0,0,3627,0,0,7403,1367,0,12732,0,18735,0,0,0
1997,2,4,0,1,15256,6142,883,15020,51248,834,85652,9240,0,0,4931,1322,2364,17281,0,26672,0,0,85652
1997,2,4,0,4,8718,7501,488,6944,23693,661,67885,2594,0,0,2427,0,721,8392,0,12153,5370,0,62515
1997,2,4,0,2,16816,8791,514,3719,12689,625,64188,0,322,0,1479,519,1108,3901,0,6201,0,0,64188
1997,4,9,2,2,16677,824,1978,4280,14603,525,53918,0,0,0,2304,0,2322,0,0,9977,11986,26011,15921
1997,1,1,0,5,7067,6037,649,4023,13727,730,74986,0,0,0,3137,0,977,0,0,9613,15656,19438,39892
1997,1,1,0,2,9872,8300,238,3199,10914,0,0,2435,0,0,2713,0,0,0,0,8201,0,0,0
1997,3,7,0,1,16288,1787,2888,9049,30875,391,40156,0,355,2287,8396,0,8926,0,0,13553,3969,13720,22467
1997,3,6,0,5,11235,1545,2591,11956,40794,0,0,0,0,0,5934,1069,9574,10925,2669,11692,0,0,0
1997,4,8,0,2,12114,6651,382,5445,18578,805,82673,0,346,2358,3009,788,0,0,884,14685,0,17740,64933
1997,2,3,0,2,24791,8068,473,19260,65715,0,0,0,3113,6425,6757,3595,0,20777,0,38181,0,0,0
1997,3,6,0,2,17142,4582,1024,13278,45305,1519,156001,0,4375,0,10869,0,4924,0,0,29512,15970,38486,101545
1997,2,3,0,2,23139,7633,460,13070,44595,1054,108246,8750,0,0,2535,1534,3633,0,0,38427,0,30722,77524
1997,1,1,0,4,11359,5608,796,8569,29239,1430,146897,0,0,4941,5034,0,2253,0,0,21952,7836,33514,105547
1997,4,9,0,5,7103,4815,119,4267,14559,0,0,0,0,0,1207,560,0,3914,3818,5620,0,0,0
1997,1,2,0,5,13591,6283,503,8657,29539,92,9397,0,0,0,4588,0,0,11831,5915,7205,9397,0,0
1997,1,2,0,4,8208,4478,1076,2651,9046,1175,120712,0,0,0,2596,0,0,0,0,6450,8610,30582,81520
1997,3,5,4,2,18950,270,4109,12075,41200,0,0,3693,0,0,3590,868,17504,5125,1892,13089,0,0,0
1997,4,9,2,5,16482,2773,1275,9870,33676,0,0,0,0,0,3817,1348,2651,11823,3495,11890,0,0,0
1997,3,5,0,2,19569,3546,1340,25294,86303,0,0,0,0,3888,5282,2356,4113,22381,27196,27331,0,0,0
1997,3,5,0,2,10872,2407,1723,19736,67339,0,0,2828,0,2655,4873,1258,9630,11171,15941,25724,0,0,0
1997,3,6,0,2,7053,2788,1693,11825,40347,604,62031,0,0,0,13930,0,9363,0,0,17054,7382,15986,38663
1997,1,2,0,2,16102,6696,308,16725,57066,792,81338,5974,4837,6093,5472,0,1598,0,5799,44197,3486,19972,57880
1997,2,3,0,2,22407,6201,514,5735,19568,1883,193384,0,323,0,3008,0,606,0,825,15129,9464,21628,162292
1997,3,5,0,3,22294,4016,1306,4730,16137,981,100749,0,0,3989,3419,0,0,0,0,12718,6280,23918,70551
1997,2,3,0,2,18593,6614,641,7063,24099,767,78771,2503,366,1687,4924,1262,0,0,0,19175,0,20315,58456
1997,4,8,0,2,6699,5751,868,6125,20899,880,90376,0,0,0,4008,0,0,0,0,16891,3942,15500,70934
1997,2,3,0,4,21860,5343,1111,3001,10239,798,81955,0,0,0,1594,1089,796,0,0,7849,0,15351,66604
1997,4,9,2,5,31142,929,1082,3808,12994,55,5615,0,0,0,4480,1779,1351,0,1301,5862,0,5615,0
1997,1,2,1,3,22059,4658,1059,1165,3975,519,53283,0,0,0,849,0,439,0,0,2687,3038,11720,38525
1997,1,2,0,2,11491,4782,1199,2250,7677,1847,189687,0,0,1188,1189,0,0,0,0,6488,8571,33163,147953
1997,1,2,1,4,10716,6906,469,8830,30128,1135,116589,0,0,947,1676,0,0,0,19907,8545,36099,80490,0
1997,3,5,4,2,19411,178,3676,34117,116407,0,0,4161,4203,0,10370,1956,40972,15350,2408,47307,0,0,0
1997,3,7,3,4,14103,1405,2865,16769,57216,0,0,0,3008,0,4982,2974,14004,13772,3389,21069,0,0,0
1997,3,5,0,1,26727,3078,1559,11488,39197,468,48064,0,0,0,2626,0,10976,8123,2260,15212,3933,0,44131
1997,3,7,0,3,12568,3945,1602,13444,45872,0,0,0,448,0,4308,0,4187,11526,16715,9136,0,0,0
1997,2,4,0,2,15256,7252,579,14820,50566,837,85960,5292,2526,3223,10165,1459,3361,0,1157,35883,0,31020,54940
1997,1,2,1,2,11120,4801,986,11318,38617,0,0,5210,610,2121,5478,1387,5929,0,0,27210,0,0,0
1997,1,2,0,3,19719,4858,997,5249,17910,616,63263,2246,1827,0,3278,528,3720,0,0,10912,2661,14352,46250
1997,4,8,0,5,10484,6175,651,2321,7919,218,22389,0,227,0,1877,517,635,0,0,5407,0,13764,8625
1997,3,5,0,2,19092,2894,1591,16225,55360,774,79490,3696,539,4518,9626,868,10373,6002,0,29359,0,0,79490
1997,3,5,0,1,8433,2989,1589,4453,15195,30,3043,0,0,0,1791,0,2092,5361,0,5951,3043,0,0
1997,2,3,0,2,19833,6505,427,9398,32066,2177,223578,0,0,3488,6437,0,0,0,0,25629,19430,46321,157827
1997,4,9,2,2,9233,1089,1092,1638,5590,342,35123,0,171,0,1126,0,0,0,0,4464,7805,27318,0
1997,4,9,0,2,14499,4138,290,24109,82260,1306,134126,12019,3292,2863,8316,4360,0,0,0,73944,0,58019,76107
1997,3,6,0,2,12105,4365,1107,22697,77442,0,0,9076,0,0,3372,3691,5015,19826,17630,31599,0,0,0
1997,3,7,3,5,16454,2316,2667,14435,49252,0,0,3236,2632,0,4282,1075,10857,10128,5442,18543,0,0,0
1997,4,8,0,2,11140,7077,634,6369,21731,584,59977,1958,389,2524,3260,1254,0,0,0,18471,0,21085,38892
1997,2,4,0,2,16816,7681,422,6869,23437,1278,131251,0,399,1972,5776,642,2241,0,0,15420,4680,16929,109642
1997,1,2,0,2,11491,4969,1002,5189,17705,1488,152818,0,0,1616,2889,0,962,0,0,13854,14118,22314,116386
1997,2,3,0,2,17926,6534,713,9753,33277,1868,191844,0,3273,2445,4546,0,3818,0,0,24913,26100,41711,124033
1997,3,5,4,2,17621,397,3387,18506,63142,0,0,0,406,2799,4588,2435,19239,13145,2472,23698,0,0,0
1997,1,1,0,2,7467,5917,479,14950,51009,0,0,6092,2824,5148,4639,2545,2004,0,0,44366,0,0,0
1997,3,6,0,2,9874,4416,1239,17461,59577,753,77333,0,0,5092,7454,0,2337,13065,0,36721,11179,0,66154
1997,1,1,0,4,12808,5844,727,2868,9787,570,58493,2101,0,0,1818,0,0,0,0,7969,2326,10293,45874
1997,1,2,1,5,7828,4762,1007,4336,14794,32,3286,0,0,0,4036,0,0,0,1187,9571,3286,0,0
1997,4,9,2,2,15062,2431,1351,8415,28713,0,0,2272,332,0,2991,755,2394,4176,6892,12260,0,0,0
1997,3,5,0,2,17321,5185,800,12227,41719,1207,123959,4070,476,4088,3573,1084,7260,0,1215,29671,0,19651,104308
1997,2,4,0,2,11769,5745,793,16973,57912,0,0,0,0,0,12439,0,0,0,1305,44168,0,0,0
1997,4,8,0,5,7919,7500,233,3336,11381,335,34391,0,0,0,3791,1279,0,0,1337,6253,2254,7380,24757
1997,3,6,0,2,6857,2777,1695,13365,45601,1195,122726,4006,0,6165,8758,0,5369,0,0,31474,7789,29043,85894
1997,4,8,0,2,11717,6950,654,33376,113879,0,0,5848,4734,0,4782,2365,4059,16231,53717,35090,0,0,0
1997,3,7,3,2,21304,1751,2636,15900,54251,353,36253,4819,2301,12036,3708,2157,8703,0,0,41840,0,17882,18371
1997,4,8,0,2,13353,7499,234,3073,10487,806,82730,0,0,0,3866,758,365,0,0,6256,0,12833,69897
1997,4,9,0,2,20300,4156,287,16586,56592,0,0,2804,409,0,5270,932,0,8459,28735,14128,0,0,0
1997,2,3,0,4,24504,5968,754,7147,24386,0,0,0,318,0,2339,512,1091,5854,8999,6103,0,0,0
1997,4,8,0,2,6699,5942,771,4889,16681,1257,129094,0,359,0,6076,816,0,0,0,10605,0,24613,104481
1997,1,2,0,5,14495,6838,270,14070,48007,0,0,0,0,0,2080,2162,0,8965,28088,8874,0,0,0
1997,4,8,0,2,12114,6434,738,13954,47611,945,97051,6360,0,7888,3973,1519,0,0,4520,39118,0,18801,78250
1997,3,5,0,2,31457,3285,1172,11822,40337,0,0,2098,0,0,2788,493,4315,3328,17986,11920,0,0,0
1997,4,8,0,2,12114,1609,3086,7783,26556,515,52891,4629,2014,0,3713,937,0,0,0,22843,0,27104,25787
1997,3,7,3,5,12765,2473,2515,9257,31585,0,0,0,0,0,6875,1446,4624,6305,5155,8626,0,0,0
1997,1,1,0,2,10012,6069,656,6729,22959,0,0,2943,0,2856,5780,783,1380,0,0,15799,0,0,0
1997,3,7,3,5,15044,1566,2834,6424,21919,0,0,0,0,0,3070,1301,2891,6841,1149,7968,0,0,0
1997,1,1,0,2,9226,7913,304,3067,10465,0,0,0,0,0,3177,589,996,0,0,6292,0,0,0
1997,3,6,0,1,18320,2778,1695,13294,45359,967,99311,0,0,0,5386,1287,13160,14129,0,12684,12091,0,87220
1997,4,9,2,2,20774,1041,1144,9711,33134,499,51247,0,0,0,6283,1692,2855,0,1549,22447,15452,20336,15459
1997,3,5,4,3,37874,215,4139,7566,25815,0,0,1855,270,0,3550,617,8725,4555,210,8775,0,0,0
1997,3,7,0,1,24845,3554,1813,8922,30442,683,70144,2969,433,0,4165,0,6359,7619,0,12299,12240,0,57904
1997,4,9,0,1,7893,6907,385,13639,46536,0,0,0,0,0,4268,2312,0,13592,16907,11769,0,0,0
1997,2,3,0,2,21860,7929,408,5323,18162,682,70041,0,0,0,2817,0,1285,7984,1066,5010,0,0,70041
1997,4,9,2,5,10891,674,2056,2653,9052,281,28830,0,0,0,1648,1101,0,0,923,6481,0,28830,0
1997,4,9,0,2,13754,6042,660,33540,114438,0,0,7217,0,0,9961,1696,7015,10669,57354,29439,0,0,0
1997,2,4,0,2,22884,5190,1010,8181,27914,1063,109170,2899,1889,2920,3267,772,3193,0,0,21454,0,21501,87669
1997,3,5,4,4,15529,341,3479,10895,37175,0,0,3165,0,0,4263,843,11814,6535,2286,12277,0,0,0
1997,4,8,0,2,11140,7471,625,10305,35161,950,97565,0,473,3693,4302,2833,1213,0,0,29646,10616,31986,54963
1997,3,5,0,4,20385,3618,1091,8867,30254,308,31632,1956,0,994,2892,1303,0,0,15789,11573,0,13564,18068
1997,3,7,0,1,22854,3227,1791,17477,59632,0,0,2642,2348,0,3906,959,10410,10637,15404,19275,0,0,0
1997,3,5,4,5,24684,187,4219,10509,35857,0,0,2343,1897,0,3253,882,10550,6999,333,14722,0,0,0
1997,4,8,0,2,24462,5560,776,12759,43534,1424,146245,4207,3406,5625,4678,2405,0,0,1257,37599,0,34579,111666
1997,2,4,0,2,22884,6273,866,9601,32759,1660,170482,0,1573,4860,4130,0,1661,10326,0,16642,23236,0,147246
1997,1,1,0,2,6720,7950,264,8323,28398,0,0,3936,247,0,1628,796,0,9002,0,17768,0,0,0
1997,4,8,0,5,16308,6155,485,4282,14610,0,0,0,187,0,1135,425,387,4360,5424,3304,0,0,0
1997,3,5,0,2,15639,2955,1421,4976,16978,435,44675,0,0,3752,2678,0,0,5964,0,8336,44675,0,0
1997,4,9,0,5,18285,4033,443,3903,13317,353,36234,0,0,0,2720,1786,0,0,0,10597,0,8394,27840
1997,3,5,4,5,22086,412,3345,15796,53896,0,0,4425,518,0,4331,1443,15560,11020,965,22020,0,0,0
1997,3,5,0,2,12728,3707,966,3745,12778,760,78052,0,0,2816,2146,0,3027,0,0,7605,3084,9557,65411
1997,4,9,2,5,12544,1834,694,1307,4459,283,29069,0,0,0,1350,464,0,0,0,3109,4355,15980,8734
1997,3,6,0,1,6918,4748,943,15914,54299,0,0,2894,461,0,3583,1050,5667,10437,17492,17120,0,0,0
1997,3,5,0,2,17516,3145,1456,5086,17354,0,0,0,0,2197,2200,1781,3256,0,0,11898,0,0,0
1997,3,6,0,1,18680,4168,1094,8422,28736,0,0,1751,0,4103,1963,625,2045,2390,11286,11052,0,0,0
1997,3,5,0,2,10909,2268,1798,5481,18701,343,35226,2501,0,0,3958,892,3814,3264,0,7665,0,0,35226
1997,4,9,2,5,19240,6072,65,805,2747,231,23746,0,173,0,377,0,164,0,0,2206,2399,9434,11913
1997,3,7,3,4,19972,1800,2697,13992,47740,555,57005,0,0,0,8117,0,16326,0,1951,21346,5854,21346,29805
1997,1,2,1,3,31920,6913,466,3878,13232,957,98284,2291,996,1022,650,232,1259,2964,0,8359,0,0,98284
1997,3,6,0,2,13714,4324,1360,10074,34372,956,98181,3454,2810,0,4702,0,3740,0,1287,24643,12106,18750,67325
1997,1,2,1,2,26302,4910,930,12363,42183,0,0,2134,0,1703,3059,2442,0,10839,0,28285,0,0,0
1997,3,6,0,2,7077,1547,2588,2563,8745,421,43237,0,0,0,4395,0,0,0,0,4350,4380,12973,25884
1997,2,3,0,3,21860,6674,615,7624,26013,1358,139467,2917,341,2449,4327,549,2643,3381,0,15662,0,0,139467
1997,2,3,0,5,21076,6094,944,7224,24647,0,0,0,0,0,2983,741,957,4513,6577,9617,0,0,0
1997,3,7,3,3,13055,3945,1750,2799,9550,683,70144,0,0,0,3140,528,1801,0,0,4609,4659,20086,45399
1997,1,2,0,4,21245,5162,919,1581,5396,0,0,0,0,0,1137,532,0,0,0,4259,0,0,0
1997,2,3,0,3,19833,6780,570,7749,26440,1034,106192,0,1733,998,6920,1786,2304,0,0,17216,4848,23668,77676
1997,3,6,0,3,6857,2818,1685,4748,16200,742,76203,0,0,2423,5006,0,0,0,0,11194,10573,20427,45203
1997,3,7,3,5,10746,1725,3320,7687,26229,0,0,0,0,0,3145,1678,0,10054,2557,10473,0,0,0
1997,1,2,1,5,15321,4779,997,2898,9888,359,36863,0,309,0,2703,0,2808,0,0,4377,1757,6774,28332
1997,3,5,0,2,21018,3502,1387,13791,47055,0,0,3957,0,3748,7309,2351,3137,10819,3027,22763,0,0,0
1997,4,9,2,5,20774,1150,1026,11066,37758,0,0,0,0,0,6501,1619,1729,13931,2596,13001,0,0,0
1997,2,3,0,2,26445,6265,904,9284,31677,774,79481,4004,3242,0,4014,2139,3467,0,0,24196,0,22740,56741
1997,4,8,0,3,13009,3593,1641,2753,9393,230,23672,0,0,0,2077,518,2501,0,581,4234,0,10462,13210
1997,1,1,0,2,8075,5854,694,5449,18592,163,16740,0,349,2976,2896,0,0,0,0,15696,16740,0,0
1997,2,4,0,5,17370,4861,1483,3574,12194,378,38822,0,0,0,2216,0,0,5207,0,4771,3371,0,35451
1997,3,6,0,2,6857,2620,1735,13388,45680,658,67577,0,0,0,3561,0,4336,18638,0,19145,7603,0,59974
1997,3,6,0,2,17949,3154,1600,11248,38378,0,0,2881,0,5532,3664,1400,2792,9169,0,22753,0,0,0
