Survey Year,Census Region,Census Division,Four Largest States,Type of Home  (Respondent answer),The Final Weight,Heat Deg-Days: Base65 01 TO 12-2005 (Inoculated),Cool Deg-Days: Base65 01 TO 12-2005 (Inoculated),Kilowatt Hours Of Electricity Used,Electric Annual Use In Thousands of BTU,CCFS (Hundred Cubic Feet) Of Natural Gas,Natural Gas Annual Use In Thousands Of BTU,Electric Dryer Use (Estimated) in Thousands of BTU,Electric Dishwasher Use (Estimated) in Thousands of BTU,Electric Freezer Use (Estimated) in Thousands of BTU,Electric Refrigerator Use (Estimated) in Thousands of BTU,Electric AC Use (Estimated) in Thousands of BTU,Electric Water Heat Use (Estimated) in Thousands of BTU,Electric Space Heat Use (Estimated) in Thousands of BTU,Electric Appliance Use (Estimated) in Thousands of BTU,Natural Gas Appliance Use (Estimated) in Thousands of BTU,Natural Gas Water Heat Use (Estimated) in Thousands of BTU,Natural Gas Space Heat Use (Estimated) in Thousands of BTU
2005,2,3,0,4,28333.53711,5912,1272,8977,30630,3178,327016,0,0,0,3568,7481,0,0,19581,34912,56341,235763
2005,4,8,0,2,20537.72788,5538,786,6525,22263,770,79233,2752,460,0,7438,2029,0,0,12796,0,28015,51218
2005,4,9,2,2,30995.69391,2259,96,3945,13460,128,13171,0,0,0,7318,0,0,0,6142,5112,8059,0
2005,4,9,2,2,37932.11007,2445,507,9623,32834,634,65239,0,705,6118,4340,2204,0,0,26290,12465,24055,28719
2005,1,2,1,2,24679.27233,6816,758,8997,30698,999999,9999999,3071,513,3511,2949,819,6091,0,20839,9999999,9999999,9999999
2005,2,4,0,2,29467.61184,4757,1322,26842,91585,999999,9999999,7510,687,5963,3950,13625,17215,10985,45810,9999999,9999999,9999999
2005,4,9,2,2,19637.12502,613,1587,9255,31578,341,35089,0,0,5232,8769,0,0,0,22809,11515,19047,4527
2005,4,9,2,2,31305.56163,1865,527,6873,23451,439,45173,2777,464,0,2539,1008,0,2378,17526,0,24910,20263
2005,2,3,0,5,4622.007645,5836,1051,13696,46731,999999,9999999,0,0,0,5503,3987,14874,8868,13499,9999999,9999999,9999999
2005,3,6,0,2,20079.8056,2955,2278,32654,111414,341,35103,6096,0,6970,5968,31179,18789,2646,52832,0,0,35103
2005,2,3,0,2,24174.15847,5232,1341,35426,120875,999999,9999999,8173,748,0,3400,19199,20334,22271,55671,9999999,9999999,9999999
2005,4,9,2,5,43841.97385,2390,572,6017,20530,999999,9999999,2512,420,0,1816,0,5482,4654,8578,9999999,9999999,9999999
2005,3,7,3,2,28531.0725,2023,3003,12364,42186,574,59065,2942,491,0,4248,21838,0,0,16100,8139,28171,22755
2005,4,8,0,2,24002.22209,7118,631,15078,51446,999999,9999999,0,0,0,5692,5582,0,22332,17840,9999999,9999999,9999999
2005,4,9,2,2,26007.69735,2218,821,10190,34768,619,63695,4248,710,0,3226,0,0,3967,27575,0,37497,26198
2005,1,2,0,3,19173.91772,5368,1143,22156,75596,999999,9999999,4262,712,0,4172,4959,18602,12424,35439,9999999,9999999,9999999
2005,2,3,0,3,36926.19273,6003,1176,9573,32663,946,97343,0,608,4159,3561,8469,0,0,20633,11121,21425,64797
2005,2,3,0,2,9002.033567,7049,843,1022,3487,999999,9999999,732,0,0,753,252,782,0,1700,9999999,9999999,9999999
2005,3,7,0,2,23991.94426,3965,1629,19502,66543,516,53080,0,0,15980,9147,16700,0,0,40696,6513,12386,34181
2005,3,7,3,2,41461.78294,4067,1408,10879,37119,632,65033,4634,774,0,4537,11553,0,0,21029,3640,18273,43120
2005,2,3,0,2,5675.96865,5486,1237,8351,28494,715,73574,4107,0,0,3944,5105,0,0,19445,0,18680,54894
2005,2,4,0,3,27120.81669,6705,1042,5488,18725,662,68138,0,0,0,2317,3532,0,0,12876,0,8522,59616
2005,1,1,0,2,12745.15672,6206,996,8027,27390,555,57110,3827,639,0,5527,3001,0,0,18862,0,15884,41226
2005,3,7,0,5,29867.96807,3135,2113,16027,54684,999999,9999999,0,801,0,4693,16226,10449,8911,14405,9999999,9999999,9999999
2005,4,9,0,4,22101.96409,4992,801,10534,35942,999999,9999999,0,0,0,3116,0,14657,9596,8573,9999999,9999999,9999999
2005,3,5,4,2,35445.08592,1156,2769,20895,71294,381,39205,4099,685,0,6353,25338,0,1104,38499,0,26922,12283
2005,3,7,3,2,32283.59993,842,3966,10857,37044,999999,9999999,2140,357,2447,3721,18380,0,0,14943,9999999,9999999,9999999
2005,1,2,1,5,22991.13603,6699,836,5799,19786,77,7950,0,501,0,2740,1103,0,8135,7808,0,7950,0
2005,4,8,0,2,23494.17538,4601,956,5129,17500,999999,9999999,2438,407,0,3321,0,0,0,14179,9999999,9999999,9999999
2005,3,5,0,3,29887.0675,4270,1623,9076,30967,753,77484,4713,0,0,5834,6159,0,0,18974,7082,26219,44183
2005,4,9,0,1,18836.17004,5980,428,24595,83918,999999,9999999,6816,0,7793,7009,4576,14856,18698,38779,9999999,9999999,9999999
2005,3,7,3,5,22269.85016,2168,2825,8387,28616,999999,9999999,2224,371,0,1895,8230,6863,3543,8085,9999999,9999999,9999999
2005,4,9,2,1,25862.80232,1053,968,4836,16501,292,30098,0,0,0,2262,3857,0,0,10382,8507,13411,8180
2005,4,8,0,2,20183.59934,6907,170,10471,35725,1201,123616,4811,0,0,7456,0,0,8075,20194,0,22576,101040
2005,1,2,0,2,26340.58306,5518,1037,11924,40685,1010,103929,4481,748,0,7988,7163,0,2580,22954,0,40392,63537
2005,1,2,0,2,26340.58306,5197,1263,9247,31551,1994,205183,3438,0,3930,5991,5263,0,0,20297,8521,34993,161669
2005,1,1,0,2,12080.64795,6020,841,10864,37068,999999,9999999,3508,586,0,6099,2385,0,0,28584,9999999,9999999,9999999
2005,2,4,0,1,26966.49795,7452,514,6888,23502,999999,9999999,0,0,0,4537,2161,4949,0,11855,9999999,9999999,9999999
2005,2,3,0,5,30131.52386,5182,1297,2617,8929,172,17699,0,0,0,1766,1134,0,3125,2904,1894,3601,12204
2005,2,3,0,2,30280.66002,7484,731,11180,38146,851,87568,4190,700,6074,5618,2644,0,0,29884,0,17102,70466
2005,4,9,2,2,19637.12502,608,1609,10912,37230,404,41572,0,756,0,6226,6543,0,0,24461,13922,23028,4622
2005,4,8,0,2,28254.9953,6615,256,4386,14963,999999,9999999,0,0,0,783,0,3445,7002,3733,9999999,9999999,9999999
2005,1,1,0,2,13553.51609,7073,523,7205,24583,999999,9999999,2594,759,0,4672,2119,0,0,17792,9999999,9999999,9999999
2005,2,4,0,2,27110.42024,7428,797,12830,43776,1423,146427,4220,0,0,8677,0,0,0,35099,0,40487,105940
2005,1,2,1,2,37430.2297,6546,850,9241,31530,999999,9999999,0,676,0,5973,3720,0,0,21837,9999999,9999999,9999999
2005,3,6,0,2,25570.64553,5293,1282,6556,22369,810,83349,3759,0,0,3437,7491,0,0,11441,3819,19176,60354
2005,1,2,0,1,30728.08355,5612,1184,5891,20100,999999,9999999,4128,689,0,4042,1469,4408,0,10181,9999999,9999999,9999999
2005,4,9,2,5,27500.87451,1031,1055,5134,17517,999999,9999999,0,547,0,3206,986,3497,3654,6174,9999999,9999999,9999999
2005,1,1,0,4,4386.823941,6189,812,1569,5353,817,84069,0,0,0,1014,334,0,0,4005,0,12828,71241
2005,2,3,0,2,31474.75433,4803,1370,35512,121167,999999,9999999,8881,812,5561,11434,19441,12983,18294,59015,9999999,9999999,9999999
2005,3,5,0,5,27895.46591,4697,1341,6817,23260,431,44352,0,0,0,3195,8021,0,0,12044,6643,12632,25077
2005,1,1,0,4,11485.5825,6820,693,8810,30060,999999,9999999,4096,684,0,3745,2263,8926,0,15126,9999999,9999999,9999999
2005,3,5,0,4,28979.49096,2466,2282,12366,42193,999999,9999999,2926,489,0,1249,10123,9386,5297,16138,9999999,9999999,9999999
2005,3,6,0,2,19922.76669,3057,2178,25386,86617,999999,9999999,5618,0,6423,9322,23237,17339,2439,34280,9999999,9999999,9999999
2005,3,6,0,2,20643.59464,4160,1612,10252,34980,999999,9999999,4347,0,0,3274,5327,12717,0,13662,9999999,9999999,9999999
2005,4,9,2,4,29397.3853,1312,1927,3903,13317,274,28239,0,333,0,892,4515,0,2585,5325,7012,21227,0
2005,2,3,0,2,30385.01555,5932,949,3036,10359,999999,9999999,1115,186,0,2217,1101,0,0,7041,9999999,9999999,9999999
2005,2,3,0,5,41387.87769,5796,1383,2148,7329,324,33374,0,0,0,2535,1215,0,0,3579,2320,4412,26642
2005,3,6,0,3,24106.77867,1466,2689,10845,37003,999999,9999999,2001,586,4008,3205,9291,3744,5118,15645,9999999,9999999,9999999
2005,1,2,1,2,26873.50248,6697,820,4897,16709,742,76352,3361,539,0,1376,0,0,0,15333,0,21661,54691
2005,3,5,0,2,45771.17416,3159,1680,6837,23326,999999,9999999,0,0,0,4597,3471,7236,0,8022,9999999,9999999,9999999
2005,1,2,1,5,30842.50113,4793,1430,1258,4292,107,11010,0,0,0,835,0,0,0,3457,1304,2480,7226
2005,1,2,0,4,43736.26349,5881,985,5384,18370,999999,9999999,0,0,0,6697,2439,0,2278,6956,9999999,9999999,9999999
2005,3,6,0,2,28120.82794,3098,2139,19474,66445,999999,9999999,4799,0,6956,4698,15221,7395,11773,27358,9999999,9999999,9999999
2005,2,4,0,5,32349.66185,5820,1326,15122,51596,171,17625,0,0,0,10657,0,15972,0,24967,0,0,17625
2005,4,9,2,5,8604.882778,2515,58,3227,11010,94,9625,0,0,0,3309,61,0,4136,3504,0,3532,6093
2005,3,7,3,3,24463.47423,1403,3129,4169,14225,485,49865,0,335,0,1611,5579,0,0,7035,0,30501,19364
2005,3,5,0,2,31433.23266,3276,1587,25015,85351,999999,9999999,2389,699,0,6946,20488,12371,19128,26418,9999999,9999999,9999999
2005,3,6,0,2,19117.75104,3906,1547,16402,55964,350,36015,6768,619,5373,3629,11456,9894,0,30985,0,0,36015
2005,1,1,0,2,18798.20226,8014,514,3918,13368,999999,9999999,3387,566,0,1445,714,0,0,11209,9999999,9999999,9999999
2005,3,7,3,3,28531.0725,2094,2970,25729,87787,999999,9999999,4711,787,0,11607,24255,13231,8718,29976,9999999,9999999,9999999
2005,2,4,0,1,26151.76768,7311,756,10762,36721,823,84687,4745,0,6879,4645,2592,0,0,29484,5552,19215,59920
2005,3,5,0,2,31978.39377,5067,1276,14009,47799,999999,9999999,1915,560,0,2722,7333,7312,9738,20694,9999999,9999999,9999999
2005,3,7,3,2,31025.7254,1123,3972,14265,48672,463,47676,0,0,0,2804,30500,0,0,15368,8508,28045,11123
2005,3,7,3,5,22530.82497,1959,2812,7939,27088,999999,9999999,0,402,0,2476,4914,7118,3844,8736,9999999,9999999,9999999
2005,3,7,3,5,22530.82497,1965,2704,12202,41634,999999,9999999,0,0,0,3498,10947,9001,5632,12556,9999999,9999999,9999999
2005,1,2,1,2,29556.5138,7269,909,9808,33465,999999,9999999,2417,0,0,15133,0,0,0,18332,9999999,9999999,9999999
2005,4,8,0,2,21059.84321,5352,812,7001,23888,123,12657,0,403,0,3741,0,0,8467,11680,1412,5202,6043
2005,1,1,0,2,4082.974968,6684,794,10936,37314,1001,103003,5329,0,3337,1308,4345,0,1875,29786,0,28792,74211
2005,2,4,0,2,24610.64816,4507,1988,10456,35676,726,74705,3718,621,0,6587,11381,0,0,17708,3798,15597,55310
2005,3,5,0,3,38777.49179,5302,982,11413,38941,999999,9999999,4028,673,4606,3683,1611,6208,8619,18820,9999999,9999999,9999999
2005,2,3,0,2,6912.143621,6078,1017,15466,52770,2560,263424,0,0,8649,8617,6592,0,0,37561,35330,58438,169656
2005,3,6,0,2,23043.60851,4314,1462,6734,22976,746,76725,3191,0,4626,3124,3730,0,0,16122,2563,20830,53332
2005,4,8,0,3,20838.38821,5287,1263,3888,13266,776,79850,0,399,0,1920,4324,0,0,7022,0,17607,62243
2005,2,4,0,2,24041.4956,5932,1301,2942,10038,999999,9999999,0,0,0,787,1141,2478,2284,3348,9999999,9999999,9999999
2005,3,5,0,3,4440.063625,4151,2186,4399,15009,608,62563,2020,337,2928,1977,1637,0,1048,10347,2885,11848,47830
2005,4,9,0,2,23695.61639,4543,130,26571,90660,999999,9999999,5621,939,6426,11282,0,15002,19248,45128,9999999,9999999,9999999
2005,4,9,2,4,24273.85086,1121,549,8121,27709,344,35441,0,0,0,4991,0,0,0,22718,7069,13443,14929
2005,4,9,2,2,25955.15655,1131,592,4500,15355,414,42601,0,576,0,1545,0,0,911,12899,11406,18673,12522
2005,2,4,0,1,22255.58668,7136,629,11573,39487,999999,9999999,5106,853,0,1788,2337,15759,0,19603,9999999,9999999,9999999
2005,3,7,0,1,60236.32274,1318,3087,8856,30217,999999,9999999,1960,327,2841,1670,10304,3021,2758,12464,9999999,9999999,9999999
2005,4,9,0,2,21620.24806,4338,212,14722,50232,999999,9999999,1691,495,4293,2403,0,14453,8764,24612,9999999,9999999,9999999
2005,2,3,0,2,28060.19485,7132,792,12368,42200,368,37867,5677,519,3555,1326,7152,0,2039,31683,0,15228,22639
2005,4,9,2,2,35756.99549,1922,2039,12804,43687,651,66988,3263,545,0,8882,9769,0,6850,18186,0,66988,0
2005,3,7,3,2,25677.96525,1236,3266,20330,69366,651,66988,4139,691,0,7213,33611,0,0,28542,0,46495,20493
2005,4,8,0,2,20183.59934,5455,687,4329,14771,510,52523,2519,421,2880,2591,0,0,0,12180,0,17708,34815
2005,2,4,0,2,33889.43478,5944,1440,4878,16643,764,78627,1486,0,2976,2676,2826,0,0,11141,0,15842,62785
2005,1,2,1,3,4679.780079,6487,941,3510,11976,340,34986,0,0,0,2418,0,0,4602,4956,0,4639,30347
2005,1,1,0,2,12080.64795,5885,876,14547,49634,999999,9999999,0,0,0,5162,0,0,0,44472,9999999,9999999,9999999
2005,1,1,0,5,17836.13536,6247,806,3220,10986,455,46774,0,0,0,1482,2585,0,2180,4739,3158,6004,37612
2005,2,3,0,5,25220.33684,6983,574,3899,13303,999999,9999999,0,0,0,1449,583,4028,4530,2713,9999999,9999999,9999999
2005,1,2,1,2,45353.20623,6565,838,7218,24628,999999,9999999,0,673,0,4146,4014,0,0,16468,9999999,9999999,9999999
2005,4,9,0,2,22845.65806,5378,718,11825,40346,999999,9999999,2872,0,0,1225,4142,7667,8787,18525,9999999,9999999,9999999
2005,4,9,2,2,24261.81026,1377,1560,15885,54200,451,46408,3628,606,0,5847,16198,0,0,32155,7170,28851,10387
2005,3,5,0,2,30441.52868,5451,708,16421,56028,999999,9999999,4199,701,0,7317,6820,12940,0,28951,9999999,9999999,9999999
2005,1,2,0,5,6423.796686,4436,1366,5552,18943,746,76763,0,0,0,5596,2517,0,0,10830,5180,26008,45575
2005,3,5,0,3,36213.35875,4112,1870,7880,26887,324,33340,2976,497,0,1269,9284,0,0,16334,1859,9333,22148
2005,1,1,0,2,13506.62858,6253,957,10409,35516,1186,122039,2917,487,0,5334,2001,8990,0,19191,0,0,122039
2005,3,7,3,5,41563.91087,1145,3435,10766,36734,999999,9999999,0,0,0,4490,11676,6935,4985,8648,9999999,9999999,9999999
2005,1,1,0,2,14588.29849,9169,238,7126,24314,999999,9999999,5091,0,0,4889,0,0,0,19425,9999999,9999999,9999999
2005,4,8,0,2,22796.9892,3674,1565,5980,20404,629,64724,3708,0,0,1582,0,0,0,18822,7979,26304,30441
2005,2,4,0,2,26330.60119,7489,712,8055,27484,746,76763,4339,725,0,4740,3788,0,0,18956,4217,20674,51872
2005,2,4,0,2,28858.12532,4248,1799,6432,21946,525,54023,2499,417,2856,2399,4889,0,0,14658,0,18441,35582
2005,1,1,0,4,20165.36175,5585,968,3505,11959,1203,123789,0,0,0,3266,1628,0,0,7065,6205,11800,105784
2005,1,2,0,3,25721.82241,4814,1314,9380,32003,1379,141949,4269,0,0,3430,7334,0,2338,18901,8795,32563,100591
2005,1,2,0,2,23926.93263,5074,1350,15839,54043,999999,9999999,3840,0,0,6250,4280,15253,0,28260,9999999,9999999,9999999
2005,2,4,0,4,23708.17414,4490,1375,14785,50446,1643,169065,0,0,0,4286,18190,0,0,27970,16154,62738,90173
2005,4,8,0,2,21304.91041,5504,1046,9972,34024,548,56389,3685,615,5341,3607,0,0,0,30417,0,19391,36998
2005,3,6,0,2,4521.537554,3971,1694,15459,52746,999999,9999999,4341,0,0,4250,4453,6690,10662,26691,9999999,9999999,9999999
2005,2,4,0,4,5084.981962,4915,1563,8074,27548,868,89317,3858,0,4410,3704,7402,0,0,16442,4311,17704,67302
2005,4,9,0,5,27635.04065,4584,143,4403,15023,46,4765,0,0,0,3175,314,0,7025,4509,0,4765,0
2005,4,9,2,2,22696.53218,1018,1043,4751,16210,488,50215,0,496,0,4602,0,0,0,11608,9580,25467,15168
2005,2,4,0,5,22716.19194,5041,1486,5887,20085,999999,9999999,0,394,0,2309,4000,3635,5302,4839,9999999,9999999,9999999
2005,3,5,4,2,40131.30798,173,4090,19201,65515,999999,9999999,3500,0,0,5055,27311,9342,1625,22182,9999999,9999999,9999999
2005,3,5,4,2,51470.68045,235,3871,6506,22198,999999,9999999,1150,336,0,1972,8737,4396,1089,6004,9999999,9999999,9999999
2005,3,6,0,2,27475.07168,1470,2682,13818,47147,363,37353,5801,0,8409,5304,7625,0,0,34218,3000,15059,19294
2005,3,5,0,2,30696.51627,3095,1913,27465,93710,0,0,7219,660,0,12742,14425,14947,10962,40634,0,0,0
2005,4,9,0,2,22807.33834,4709,109,20192,68895,1746,179663,7853,1312,0,18915,0,0,0,49980,11067,54262,114334
2005,3,6,0,2,19827.83893,4409,1468,16282,55554,870,89523,4798,801,0,4933,17708,0,0,32913,0,33014,56509
2005,3,5,0,2,44020.77116,3133,1650,33484,114247,999999,9999999,9185,0,10500,16824,22691,9808,20347,44577,9999999,9999999,9999999
2005,4,8,0,3,19569.96458,7502,267,7930,27057,889,91478,2509,402,0,4402,510,0,0,22145,0,30950,60528
2005,2,4,0,2,27969.12134,6253,1154,7017,23942,714,73471,0,451,0,2774,6883,0,0,14285,6259,19864,47348
2005,1,1,0,5,13546.148,6426,839,4964,16937,1335,137372,0,0,0,4338,1514,0,0,11085,13519,25708,98145
2005,3,7,3,2,25840.2378,528,4413,4282,14612,256,26342,0,0,0,3140,0,0,2502,8970,8433,16036,1873
2005,2,3,0,5,29275.54096,7791,653,1859,6343,999999,9999999,1058,310,0,1695,445,0,0,4203,9999999,9999999,9999999
2005,3,7,3,2,30598.54152,1810,3344,22962,78346,767,78926,0,698,0,13413,25608,0,0,39325,31907,28109,18910
2005,3,5,0,2,35682.87783,4523,1345,24934,85075,999999,9999999,4320,721,4939,3280,9180,16328,2265,54022,9999999,9999999,9999999
2005,1,1,0,5,14399.16864,5740,928,5791,19759,693,71297,0,0,0,3847,4945,0,0,10967,5727,10892,54678
2005,1,2,0,5,33244.85093,5434,1071,3712,12665,613,63096,0,0,0,2878,3091,0,0,6696,5091,9681,48324
2005,1,1,0,5,18691.7044,6525,763,5418,18486,284,29253,0,689,0,3774,3509,0,0,11203,0,4245,25008
2005,3,5,0,2,41326.82904,3302,1583,7213,24611,290,29877,0,620,0,6176,4026,0,6961,7448,7835,22042,0
2005,2,4,0,1,29267.47222,4529,1767,20454,69789,999999,9999999,7281,666,0,1701,14038,17407,10590,26053,9999999,9999999,9999999
2005,1,1,0,1,15835.20007,7097,704,8234,28094,892,91787,0,0,0,6270,4440,0,0,17384,6523,12404,72860
2005,3,5,0,2,33310.82685,4475,1427,15952,54428,999999,9999999,4057,0,0,3972,10366,8842,10047,21201,9999999,9999999,9999999
2005,4,8,0,2,23494.17538,4565,968,13192,45011,999999,9999999,7372,1231,8429,6741,0,0,0,38270,9999999,9999999,9999999
2005,4,8,0,2,20008.08978,7295,311,7637,26057,637,65547,3003,0,0,7067,914,0,0,18076,0,17332,48215
2005,4,9,2,2,23834.65362,2076,1556,16990,57970,651,66988,6784,621,4248,6048,6488,0,6748,38686,0,66988,0
2005,2,3,0,4,34805.46787,5217,1221,12665,43213,559,57539,6218,0,0,9438,7847,0,0,25928,5881,24154,27504
2005,3,6,0,2,29114.65988,3676,1601,1326,4524,999999,9999999,0,0,0,737,0,1706,0,2081,9999999,9999999,9999999
2005,4,9,0,2,8236.705814,11465,0,9951,33953,1216,125126,3200,534,7316,5576,0,0,0,28377,0,24761,100365
2005,4,9,2,5,24273.85086,1126,1163,11444,39047,999999,9999999,0,0,0,3452,1943,13570,4205,15877,9999999,9999999,9999999
2005,4,9,0,2,22807.33834,4314,198,8148,27801,1042,107265,4169,696,0,5733,0,0,0,22068,0,36559,70706
2005,2,4,0,5,23099.42376,5516,1404,3329,11359,110,11309,0,0,0,3131,0,0,0,8228,0,11309,0
2005,3,6,0,2,20622.50305,2149,2174,19318,65913,837,86085,4923,822,5628,3738,22110,0,0,40065,10572,42541,32972
2005,3,7,3,2,51827.96938,2103,2904,10988,37491,453,46614,2852,476,0,1216,20140,0,0,16135,0,30619,15995
2005,4,8,0,5,28308.31048,3837,1547,2273,7755,302,31050,0,0,0,1851,0,0,0,5904,0,6908,24142
2005,2,4,0,2,27969.12134,6333,1080,7373,25157,750,77146,0,397,6890,2327,2387,0,1482,18961,7816,23685,45645
2005,2,3,0,2,23378.83427,7134,826,11201,38218,999999,9999999,0,0,4289,3857,1571,10013,0,22777,9999999,9999999,9999999
2005,3,7,3,5,28531.0725,2367,2764,6410,21871,999999,9999999,0,0,0,2271,5919,4813,3503,5365,9999999,9999999,9999999
2005,1,2,1,2,33309.75554,7880,193,14370,49030,999999,9999999,4171,697,6046,3814,1238,0,0,43978,9999999,9999999,9999999
2005,3,6,0,2,18968.2361,3915,1680,10078,34386,999999,9999999,3447,576,0,8985,4454,6837,0,14110,9999999,9999999,9999999
2005,3,6,0,2,18869.27139,4336,1440,11568,39470,999999,9999999,3008,0,4360,7935,8349,6555,0,16631,9999999,9999999,9999999
2005,2,3,0,3,30825.3435,6235,1179,1714,5848,1241,127699,293,86,587,528,981,0,325,4014,0,29354,98345
2005,3,6,0,1,28068.54964,1987,2253,52232,178216,999999,9999999,14114,1291,11205,12582,42633,25774,7925,89302,9999999,9999999,9999999
2005,3,6,0,2,25320.52791,2129,2195,13080,44629,999999,9999999,3135,524,0,2866,13962,6841,2785,18175,9999999,9999999,9999999
2005,3,7,0,2,48242.75184,1290,3263,11915,40653,271,27906,3455,0,0,3159,17714,0,0,19780,4120,14258,9528
2005,4,8,0,2,22742.43616,1002,4220,33058,112794,999999,9999999,4920,822,0,12200,50001,15185,3156,32252,9999999,9999999,9999999
2005,4,9,0,4,4654.121287,6266,278,7189,24529,516,53096,3718,621,0,3640,525,0,0,20364,0,14707,38389
2005,2,3,0,2,38658.32441,6594,871,4038,13778,1401,144163,2020,337,0,3287,1113,2157,0,7221,0,0,144163
2005,1,1,0,2,14399.16864,6330,787,47001,160367,2564,263836,11124,1858,0,40448,17900,0,0,102019,11307,55441,197088
2005,2,3,0,2,28333.53711,6142,1076,12399,42305,1791,184294,3531,590,0,8428,8534,0,0,25343,11859,47722,124713
2005,1,2,0,2,31875.10003,5855,992,15236,51985,999999,9999999,4130,690,0,9860,7798,0,2498,31829,9999999,9999999,9999999
2005,4,8,0,2,20008.08978,7497,268,8268,28212,730,75117,5175,473,0,7167,1617,0,0,19428,5262,24377,45478
2005,2,3,0,3,31486.82443,5172,1300,15258,52062,999999,9999999,4153,694,0,3116,7552,9050,11116,21228,9999999,9999999,9999999
2005,4,9,2,4,21412.13442,2062,1828,4949,16886,356,36632,3761,344,0,1671,3532,0,0,11683,0,19842,16790
2005,2,4,0,2,24610.64816,4224,2001,9696,33083,459,47231,2798,467,3199,2739,5540,7859,1435,15510,0,0,47231
2005,3,7,0,2,58454.44956,1332,2997,13488,46020,473,48722,4290,0,4905,7648,19452,0,0,18920,0,27958,20764
2005,2,3,0,1,44066.18644,5178,1311,11954,40788,359,36936,4604,0,0,4508,9140,7095,0,20045,2498,0,34438
2005,3,5,4,2,34572.0663,418,3520,15572,53133,999999,9999999,2483,0,0,2384,19848,7653,1069,22179,9999999,9999999,9999999
2005,2,4,0,5,18747.78771,5066,1471,5274,17995,999999,9999999,0,359,0,2102,2136,4678,5261,3818,9999999,9999999,9999999
2005,3,5,4,2,36752.87441,325,3200,24028,81984,999999,9999999,4472,747,0,17944,27413,11936,2947,21744,9999999,9999999,9999999
2005,3,5,0,2,49194.81324,5052,1099,22823,77872,999999,9999999,0,0,0,10742,9309,9772,20906,27143,9999999,9999999,9999999
2005,2,4,0,2,41538.21069,4641,1447,8159,27838,349,35929,3265,0,0,3196,9406,0,0,15236,1870,9387,24672
2005,2,3,0,1,22815.51595,6840,887,5613,19152,1139,117203,3412,0,0,3508,2221,0,0,13423,8055,29823,79325
2005,1,2,1,5,31848.03157,6468,948,2108,7192,245,25248,0,0,0,3348,1628,0,0,2216,0,3250,21998
2005,2,3,0,2,7029.93062,5571,1307,6698,22854,1338,137680,0,0,2440,1951,1518,6845,0,12540,0,0,137680
2005,1,1,0,4,14710.29487,5933,879,3842,13109,92,9461,0,0,0,4118,0,0,0,8991,3261,6200,0
2005,4,8,0,2,21304.91041,5639,907,8069,27531,778,80056,4047,0,4627,3700,0,0,0,23831,0,22457,57599
2005,2,4,0,2,26090.63509,4854,1533,10821,36921,191,19654,3405,569,0,8877,10085,0,0,17959,0,11210,8444
2005,3,6,0,1,19700.51947,3392,1862,19644,67025,999999,9999999,5346,0,7750,4337,12358,11651,10507,28172,9999999,9999999,9999999
2005,2,3,0,4,30639.95618,5207,1290,4559,15555,938,96548,0,0,0,3014,2341,0,2111,8089,0,10422,86126
2005,3,6,0,2,3186.18997,3626,1713,11635,39697,381,39230,4525,0,0,4429,7795,9861,0,17612,0,0,39230
2005,2,4,0,5,32349.66185,5928,1298,5064,17278,484,49852,0,0,0,5945,3071,0,0,8262,0,7889,41963
2005,2,3,0,2,29553.20306,5876,1286,5480,18698,1246,128213,0,0,0,1159,6559,0,0,10980,4169,33020,91024
2005,2,4,0,2,22545.56181,6251,896,5344,18235,1154,118717,0,0,0,4777,4329,0,0,9129,4387,29159,85171
2005,4,9,2,5,31737.36248,1223,565,7220,24635,413,42498,0,555,0,2830,2216,0,0,19589,11857,26270,4371
2005,1,1,0,5,15832.02548,6315,835,3091,10545,979,100715,0,398,0,1016,2581,0,0,6948,15893,30620,54202
2005,2,4,0,2,35705.11557,4774,1297,18067,61645,999999,9999999,8014,0,0,8240,6073,8559,19818,18955,9999999,9999999,9999999
2005,3,6,0,2,22431.16131,3934,1711,19474,66445,999999,9999999,4799,801,0,4387,15728,10458,12769,23103,9999999,9999999,9999999
2005,3,5,0,2,29462.63328,4463,725,10045,34274,999999,9999999,2929,0,0,4539,3421,8655,0,17659,9999999,9999999,9999999
2005,4,9,2,4,26007.69735,2580,19,3496,11928,341,35089,0,354,0,3058,0,0,0,8870,5890,17039,12160
2005,2,3,0,5,20884.71128,7323,745,7079,24154,1107,113862,0,566,0,5744,1168,9051,0,8191,0,0,113862
2005,1,2,1,2,30842.50113,4728,1507,9573,32663,1002,103106,0,673,0,7025,5878,0,0,19760,16380,31481,55245
2005,4,9,2,2,25955.15655,1243,1057,7274,24819,506,52067,0,553,4803,4891,3176,0,0,16752,13761,26511,11795
2005,2,3,0,2,30280.66002,7670,693,7843,26760,582,59888,1803,0,3612,5077,2071,6265,0,13347,0,0,59888
2005,2,3,0,2,42273.86173,5276,1331,2826,9642,1200,123480,0,0,0,2398,1704,0,0,5540,5615,10678,107187
2005,3,5,0,2,29248.47633,3141,1626,6716,22915,649,66782,2381,398,0,3397,7649,0,0,11869,0,29653,37129
2005,4,9,0,5,15728.65961,0,4791,5555,18954,999999,9999999,0,0,0,5352,0,8267,0,5335,9999999,9999999,9999999
2005,3,5,0,2,30696.51627,3092,1923,17774,60645,999999,9999999,3662,612,0,3120,17784,7981,7688,24072,9999999,9999999,9999999
